name	skill_level	skill_type	skill_type2	buff_type	require_class_knight	require_class_archer	require_class_wizard	require_class_berserker	require_class_hunter	require_class_sorcerer	require_class_swashbuckler	require_class_ranger	require_class_elementaler	require_class_slayer	require_class_obiter	require_class_summoner	require_class_scion	require_level	require_point	require_heroic_point	require_charisma_point	damage_a	damage_magic	damage_water	damage_air	damage_earth	damage_fire	damage_poison	damage_ice	damage_thunder	dmg_heroic	damage_c	damage_a_PERCENT	damage_magic_PERCENT	damage_water_PERCENT	damage_air_PERCENT	damage_earth_PERCENT	damage_fire_PERCENT	damage_poison_PERCENT	damage_ice_PERCENT	damage_thunder_PERCENT	dmg_heroic_percent	damage_c_PERCENT	resist_a	cost_hp	cost_mp	cost_sp	cost_arrow	endskill_cost_hp	cast_time	recast_time	semi_recast_time	duration	interval	show damage	range	area_r	area_f1	area_f2	dot_dmg_a	dot_dmg_magic	dot_dmg_water	dot_dmg_air	dot_dmg_earth	dot_dmg_fire	dot_dmg_poison	dot_dmg_ice	dot_dmg_thunder	dot_dmg_heroic	dot_dmg_a_PERCENT	dot_dmg_magic_PERCENT	dot_dmg_water_PERCENT	dot_dmg_air_PERCENT	dot_dmg_earth_PERCENT	dot_dmg_fire_PERCENT	dot_dmg_poison_PERCENT	dot_dmg_ice_PERCENT	dot_dmg_thunder_PERCENT	move_distance	reflect_max	heroic_reflect_max	defense_max	reflect_con	defense_con	damage_shield	counter_up	counter_reduce	hot	dmg_adjust	dmg_show_divide	hp_recovery	mp_recovery	sp_recovery	warrior_lev	change_monster	block_point	stun_time	stun_generate_time	critical	skill_range	skill_rate	special_status_rate	damage_convert_hp	damage_convert_mp	regen_hp	regen_mp	charge_1	charge_2	charge_3	aggrodoll_hp	dot_damage_time	cost_mp_decrease	cast_time_decrease	skill_levelup	mp_convert_hp	death	time_control	item_parts	skill_cost	skill_upgrade_cost	skill_classify_id	skill_classify_level	velocity	summons_tid	creature_tid	additional_skilltid	additional_duration	max_target_num	limit_quantity	summons_count	bonus_exp	bonus_money	bonus_drop_rate	bonus_charisma_add_rate	level_diff	divide_rate	ea_damage_physical	ea_damage_magic	ea_damage_water	ea_damage_air	ea_damage_earth	ea_damage_fire	ea_damage_poison	ea_damage_ice	ea_damage_thunder	ea_damage_c	ea_damage_physical_PERCENT	ea_damage_magic_PERCENT	ea_damage_water_PERCENT	ea_damage_air_PERCENT	ea_damage_earth_PERCENT	ea_damage_fire_PERCENT	ea_damage_poison_PERCENT	ea_damage_ice_PERCENT	ea_damage_thunder_PERCENT	ea_damage_c_PERCENT	FACTOR_POINT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	dmg_min_heroic	dmg_max_heroic	def_point_heroic	heroic_melee_Resistance	heroic_ranged_Resistance	heroic_magic_Resistance	FACTOR_PERCENT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	FACTOR_MAGNIFY	movement	atk_speed
Eye of the Red Ranger	1	0										1							2	1	500										500		100													350		1		2250	41250	2250	11000			20	5																																												2																		1592000																																																																																																																																																								
	2	0										1							2	2	550										630		130													360		1		2250	41250	2250	12000			20	5																																												4																			1592000																																																																																																																																																							
	3	0										1							2	2	600										760		160													370		1		2250	41250	2250	13000			20	5																																												6																			1592000																																																																																																																																																							
	4	0										1							2	2	650										890		190													380		1		2250	41250	2250	14000			20	5																																												8																			1592000																																																																																																																																																							
	5	0										1							2	2	700										1020		220													390		1		2250	41250	2250	15000			20	5																																												10																			1592000																																																																																																																																																							
	6	0										1							3	3	750										1150		250													400		1		2250	41250	2250	16000			20	5																																												12																																																																																																																																																																										
	7	0										1							3	3	800										1280		280													410		1		2250	41250	2250	17000			20	5																																												14																																																																																																																																																																										
	8	0										1							3	3	850										1410		310													420		1		2250	41250	2250	18000			20	5																																												16																																																																																																																																																																										
	9	0										1							3	3	900										1540		340													430		1		2250	41250	2250	19000			20	5																																												18																																																																																																																																																																										
	10	0										1							3	3	950										1670		370													440		1		2250	41250	2250	20000			20	5																																												20																																																																																																																																																																										
	11	0										1							4	4	1000										1800		400													450		1		2250	41250	2250	21000			20	5																																												22																																																																																																																																																																										
	12	0										1							4	4	1050										1930		430													460		1		2250	41250	2250	22000			20	5																																												24																																																																																																																																																																										
	13	0										1							4	4	1100										2060		460													470		1		2250	41250	2250	23000			20	5																																												26																																																																																																																																																																										
	14	0										1							4	4	1150										2190		490													480		1		2250	41250	2250	24000			20	5																																												28																																																																																																																																																																										
	15	0										1							4	4	1200										2320		520													490		1		2250	41250	2250	25000			20	5																																												30																																																																																																																																																																										
	16	0										1							5	5	1250										2450		550													500		1		2250	41250	2250	26000			20	5																																												30																																																																																																																																																																										
	17	0										1							5	5	1300										2580		580													510		1		2250	41250	2250	27000			20	5																																												30																																																																																																																																																																										
	18	0										1							5	5	1350										2710		610													520		1		2250	41250	2250	28000			20	5																																												30																																																																																																																																																																										
	19	0										1							5	5	1400										2840		640													530		1		2250	41250	2250	29000			20	5																																												30																																																																																																																																																																										
	20	0										1							5	5	1450										2970		670													540		1		2250	41250	2250	30000			20	5																																												30																																																																																																																																																																										
Unstoppable Fierce Shot	1	2										1							2	3	5000																									560				2920	940000	2920	620000																																																																		1592000																																																											-10	-10																				-10	-10	-10	-10	-10							1000	1000																																																												
	2	2										1							2	3	5500																									570				2920	980000	2920	640000																																																																			1592000																																																										-12	-12																				-12	-12	-12	-12	-12							1100	1100																																																												
	3	2										1							2	3	6000																									580				2920	1020000	2920	660000																																																																			1592000																																																										-14	-14																				-14	-14	-14	-14	-14							1200	1200																																																												
	4	2										1							2	3	6500																									590				2920	1060000	2920	680000																																																																			1592000																																																										-16	-16																				-16	-16	-16	-16	-16							1300	1300																																																												
	5	2										1							2	3	7000																									600				2920	1100000	2920	700000																																																																			1592000																																																										-18	-18																				-18	-18	-18	-18	-18							1400	1400																																																												
	6	2										1							3	4	7500																									610				2920	1140000	2920	720000																																																																																																																													-20	-20																				-20	-20	-20	-20	-20							1500	1500																																																												
	7	2										1							3	4	8000																									620				2920	1180000	2920	740000																																																																																																																													-22	-22																				-22	-22	-22	-22	-22							1600	1600																																																												
	8	2										1							3	4	8500																									630				2920	1220000	2920	760000																																																																																																																													-24	-24																				-24	-24	-24	-24	-24							1700	1700																																																												
	9	2										1							3	4	9000																									640				2920	1260000	2920	780000																																																																																																																													-26	-26																				-26	-26	-26	-26	-26							1800	1800																																																												
	10	2										1							3	4	9500																									650				2920	1300000	2920	800000																																																																																																																													-28	-28																				-28	-28	-28	-28	-28							1900	1900																																																												
	11	2										1							4	5	10000																									660				2920	1340000	2920	820000																																																																																																																													-30	-30																				-30	-30	-30	-30	-30							2000	2000																																																												
	12	2										1							4	5	10500																									670				2920	1380000	2920	840000																																																																																																																													-32	-32																				-32	-32	-32	-32	-32							2100	2100																																																												
	13	2										1							4	5	11000																									680				2920	1420000	2920	860000																																																																																																																													-34	-34																				-34	-34	-34	-34	-34							2200	2200																																																												
	14	2										1							4	5	11500																									690				2920	1460000	2920	880000																																																																																																																													-36	-36																				-36	-36	-36	-36	-36							2300	2300																																																												
	15	2										1							4	5	12000																									700				2920	1500000	2920	900000																																																																																																																													-38	-38																				-38	-38	-38	-38	-38							2400	2400																																																												
Elemental Magi	1	3											1						2	1	200																																																																																																		584000																																																								2											18	18	18							18	18	18																2	2																																																									
	2	3											1						2	2	250																																																																																																			656000																																																							4											20	20	20							20	20	20																4	4																																																									
	3	3											1						2	2	300																																																																																																			736000																																																							6											22	22	22							22	22	22																6	6																																																									
	4	3											1						2	2	350																																																																																																			824000																																																							8											24	24	24							24	24	24																8	8																																																									
	5	3											1						2	2	400																																																																																																			920000																																																							10											26	26	26							26	26	26																10	10																																																									
	6	3											1						3	3	450																																																																																																																																																										12											28	28	28							28	28	28																12	12																																																									
	7	3											1						3	3	500																																																																																																																																																										14											30	30	30							30	30	30																14	14																																																									
	8	3											1						3	3	550																																																																																																																																																										16											32	32	32							32	32	32																16	16																																																									
	9	3											1						3	3	600																																																																																																																																																										18											34	34	34							34	34	34																18	18																																																									
	10	3											1						3	3	650																																																																																																																																																										20											36	36	36							36	36	36																20	20																																																									
	11	3											1						4	4	700																																																																																																																																																										22											38	38	38							38	38	38																22	22																																																									
	12	3											1						4	4	750																																																																																																																																																										24											40	40	40							40	40	40																24	24																																																									
	13	3											1						4	4	800																																																																																																																																																										26											42	42	42							42	42	42																26	26																																																									
	14	3											1						4	4	850																																																																																																																																																										28											44	44	44							44	44	44																28	28																																																									
	15	3											1						4	4	900																																																																																																																																																										30											46	46	46							46	46	46																30	30																																																									
Fiery Crab	1	0											1						2	1	500										500		100													450				2460	42300	2460				20	5																																																														736000				1900																																																																																																																																																				
	2	0											1						2	2	550										600		100													460				2460	42300	2460				20	5																																																															824000			1900																																																																																																																																																				
	3	0											1						2	2	600										700		100													470				2460	42300	2460				20	5																																																															920000			1900																																																																																																																																																				
	4	0											1						2	2	650										800		100													480				2460	42300	2460				20	5																																																															1016000			1900																																																																																																																																																				
	5	0											1						2	2	700										900		100													490				2460	42300	2460				20	5																																																															1128000			1900																																																																																																																																																				
	6	0											1						3	3	750										1000		100													500				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	7	0											1						3	3	800										1100		100													510				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	8	0											1						3	3	850										1200		100													520				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	9	0											1						3	3	900										1300		100													530				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	10	0											1						3	3	950										1400		100													540				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	11	0											1						4	4	1000										1500		100													550				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	12	0											1						4	4	1050										1600		100													560				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	13	0											1						4	4	1100										1700		100													570				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	14	0											1						4	4	1150										1800		100													580				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	15	0											1						4	4	1200										1900		100													590				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	16	0											1						5	5	1250										2000		100													600				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	17	0											1						5	5	1300										2100		100													610				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	18	0											1						5	5	1350										2200		100													620				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	19	0											1						5	5	1400										2300		100													630				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
	20	0											1						5	5	1450										2400		100													640				2460	42300	2460				20	5																																																																		1900																																																																																																																																																				
Blessing Elemental	1	2											1						2	1	300																									550				2060	940000	2060	620000																																																													2					736000																																																																																											400	400	220																																																											
	2	2											1						2	2	350																									560				2060	980000	2060	640000																																																													4						824000																																																																																										420	480	230																																																											
	3	2											1						2	2	400																									570				2060	1020000	2060	660000																																																													6						920000																																																																																										440	560	240																																																											
	4	2											1						2	2	450																									580				2060	1060000	2060	680000																																																													8						1016000																																																																																										460	640	250																																																											
	5	2											1						2	2	500																									590				2060	1100000	2060	700000																																																													10						1128000																																																																																										480	720	260																																																											
	6	2											1						3	3	550																									600				2060	1140000	2060	720000																																																													12																																																																																																500	800	270																																																											
	7	2											1						3	3	600																									610				2060	1180000	2060	740000																																																													14																																																																																																520	880	280																																																											
	8	2											1						3	3	650																									620				2060	1220000	2060	760000																																																													16																																																																																																540	960	290																																																											
	9	2											1						3	3	700																									630				2060	1260000	2060	780000																																																													18																																																																																																560	1040	300																																																											
	10	2											1						3	3	750																									640				2060	1300000	2060	800000																																																													20																																																																																																580	1120	310																																																											
	11	2											1						4	4	800																									650				2060	1340000	2060	820000																																																													22																																																																																																600	1200	320																																																											
	12	2											1						4	4	850																									660				2060	1380000	2060	840000																																																													24																																																																																																620	1280	330																																																											
	13	2											1						4	4	900																									670				2060	1420000	2060	860000																																																													26																																																																																																640	1360	340																																																											
	14	2											1						4	4	950																									680				2060	1460000	2060	880000																																																													28																																																																																																660	1440	350																																																											
	15	2											1						4	4	1000																									690				2060	1500000	2060	900000																																																													30																																																																																																680	1520	360																																																											
	16	2											1						5	5	1050																									700				2060	1540000	2060	920000																																																													32																																																																																																700	1600	370																																																											
	17	2											1						5	5	1100																									710				2060	1580000	2060	940000																																																													34																																																																																																720	1680	380																																																											
	18	2											1						5	5	1150																									720				2060	1620000	2060	960000																																																													36																																																																																																740	1760	390																																																											
	19	2											1						5	5	1200																									730				2060	1660000	2060	980000																																																													38																																																																																																760	1840	400																																																											
	20	2											1						5	5	1250																									740				2060	1700000	2060	1000000																																																													40																																																																																																780	1920	410																																																											
Cloud of Frost	1	0											1						2	2	500										500		100													450				2460	42300	2460						10	4																																																												968000				1700																																																																																																																																																				
	2	0											1						2	2	550										620		120													460				2460	42300	2460						10	4																																																													1072000			1700																																																																																																																																																				
	3	0											1						2	2	600										740		140													470				2460	42300	2460						10	4																																																													1184000			1700																																																																																																																																																				
	4	0											1						2	2	650										860		160													480				2460	42300	2460						10	4																																																													1312000			1700																																																																																																																																																				
	5	0											1						2	2	700										980		180													490				2460	42300	2460						10	4																																																													1448000			1700																																																																																																																																																				
	6	0											1						3	3	750										1100		200													500				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	7	0											1						3	3	800										1220		220													510				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	8	0											1						3	3	850										1340		240													520				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	9	0											1						3	3	900										1460		260													530				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	10	0											1						3	3	950										1580		280													540				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	11	0											1						4	4	1000										1700		300													550				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	12	0											1						4	4	1050										1820		320													560				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	13	0											1						4	4	1100										1940		340													570				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	14	0											1						4	4	1150										2060		360													580				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	15	0											1						4	4	1200										2180		380													590				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	16	0											1						5	5	1250										2300		400													600				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	17	0											1						5	5	1300										2420		420													610				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	18	0											1						5	5	1350										2540		440													620				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	19	0											1						5	5	1400										2660		460													630				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
	20	0											1						5	5	1450										2780		480													640				2460	42300	2460						10	4																																																																1700																																																																																																																																																				
Elemental Rejuvenation	1	3											1						2	1	200																																																																																																-1		1248000																																																																																											100	100												7																																																
	2	3											1						2	2	250																																																																																																-2			1376000																																																																																										105	107												9																																																
	3	3											1						2	2	300																																																																																																-3			1512000																																																																																										110	114												11																																																
	4	3											1						2	2	350																																																																																																-4			1592000																																																																																										115	121												13																																																
	5	3											1						2	2	400																																																																																																-5			1592000																																																																																										120	128												15																																																
	6	3											1						3	3	450																																																																																																-6																																																																																													125	135												17																																																
	7	3											1						3	3	500																																																																																																-7																																																																																													130	142												19																																																
	8	3											1						3	3	550																																																																																																-8																																																																																													135	149												21																																																
	9	3											1						3	3	600																																																																																																-9																																																																																													140	156												23																																																
	10	3											1						3	3	650																																																																																																-10																																																																																													145	163												25																																																
	11	3											1						4	4	700																																																																																																-11																																																																																													150	170												27																																																
	12	3											1						4	4	750																																																																																																-12																																																																																													155	177												29																																																
	13	3											1						4	4	800																																																																																																-13																																																																																													160	184												31																																																
	14	3											1						4	4	850																																																																																																-14																																																																																													165	191												33																																																
	15	3											1						4	4	900																																																																																																-15																																																																																													170	198												35																																																
Elemental Tentacle	1	0											1						2	2	700										400		100													560				2260	41300	2260	11000					10	4																																										6																		1592000																																																																																																																																																								
	2	0											1						2	2	750										470		110													570				2260	41300	2260	12000					10	4																																										12																			1592000																																																																																																																																																							
	3	0											1						2	2	800										540		120													580				2260	41300	2260	13000					10	4																																										18																			1592000																																																																																																																																																							
	4	0											1						2	2	850										610		130													590				2260	41300	2260	14000					10	4																																										24																			1592000																																																																																																																																																							
	5	0											1						2	2	900										680		140													600				2260	41300	2260	15000					10	4																																										30																			1592000																																																																																																																																																							
	6	0											1						3	3	950										750		150													610				2260	41300	2260	16000					10	4																																										36																																																																																																																																																																										
	7	0											1						3	3	1000										820		160													620				2260	41300	2260	17000					10	4																																										42																																																																																																																																																																										
	8	0											1						3	3	1050										890		170													630				2260	41300	2260	18000					10	4																																										48																																																																																																																																																																										
	9	0											1						3	3	1100										960		180													640				2260	41300	2260	19000					10	4																																										54																																																																																																																																																																										
	10	0											1						3	3	1150										1030		190													650				2260	41300	2260	20000					10	4																																										60																																																																																																																																																																										
	11	0											1						4	4	1200										1100		200													660				2260	41300	2260	21000					10	4																																										66																																																																																																																																																																										
	12	0											1						4	4	1250										1170		210													670				2260	41300	2260	22000					10	4																																										72																																																																																																																																																																										
	13	0											1						4	4	1300										1240		220													680				2260	41300	2260	23000					10	4																																										78																																																																																																																																																																										
	14	0											1						4	4	1350										1310		230													690				2260	41300	2260	24000					10	4																																										84																																																																																																																																																																										
	15	0											1						4	4	1400										1380		240													700				2260	41300	2260	25000					10	4																																										90																																																																																																																																																																										
Spectral Storm	1	0											1						2	1	700										400		100													560				2260	41300	2260	11000			20	5																																												3																		1592000																																																																																																																																																								
	2	0											1						2	2	750										520		120													570				2260	41300	2260	12000			20	5																																												6																			1592000																																																																																																																																																							
	3	0											1						2	2	800										640		140													580				2260	41300	2260	13000			20	5																																												9																			1592000																																																																																																																																																							
