TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType	StaminaPoint	PetType	StartStamina	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
1548	Polar Golem	196612	11		5	60	326	229	225	263		171	76	12519	1185	1284				1900	6500	170	97			567	595	32	270	50	50	50	50		50	100	50			13042													304	335					2500																							203	225		1	5	1	3							1E90FF	2	5		0	1	1	1								
1549	Polar Golem Crusher	196612	11		5	63	350	246	242	282		183	82	14209	1271	1379				1900	6500	181	104			608	638	32	270	50	50	50	50		50	100	50			15229													325	360					2500																							220	244		1	5	1	3							1E90FF	2	5		0	1	1	1								
1550	Giant Polar Golem	196612	11		5	66	374	263	259	302		196	88	16052	1358	1476				1900	6500	191	111			650	683	32	270	50	50	50	50		50	100	50			17669													348	385					2500																							238	263		1	5	1	3							1E90FF	2	5		0	1	1	1								
1551	Gargantuan Polar Golem	196612	11		5	69	399	280	276	322		209	93	18099	1448	1575				1900	6500	202	118			693	728	32	270	50	50	50	50		50	100	50			20379													371	411					2500																							256	282		1	5	1	3							1E90FF	2	5		0	1	1	1								
1552	Polar Golem Boss	196612	11		5	88	425	298	294	342		223	99	200000	1540	1677				1900	6500	213	124			3000	3100	32	270	50	50	50	50		50	100	50			23371													850	900					2500																							50000	60000		1	5	1	3							FFA600	2	5		0	1	1	1								
1553	Small Blizzard Golem	196612	11		5	75	451	316	312	363		237	105	135033	1633	1781				1900	6500	225	130			1251	1314	32	270	50	50	50	50		50	100	50			53328													670	741					2500																							738	815			5		3							1E90FF	3	5		0		1	1								
1554	Blizzard Golem	196612	11		5	78	477	335	331	384		251	112	153801	1728	1887				1900	6500	237	136			1325	1391	32	270	50	50	50	50		50	100	50			60538													710	784					2500																							785	870			5		3							1E90FF	3	5		0		1	1								
1555	Blizzard Golem Crusher	196612	11		5	81	504	354	350	406		265	118	170361	1826	1995				1900	6500	249	143			1399	1469	32	270	50	50	50	50		50	100	50			68414													749	828					2500																							838	928			5		3							1E90FF	3	5		0		1	1								
1556	Giant Blizzard Golem	196612	11		5	84	532	373	369	428		280	124	189391	1925	2105				1900	6500	259	150			1476	1549	32	270	50	50	50	50		50	100	50			76981													790	874					2500																							893	988			5		3							1E90FF	3	5		0		1	1								
1557	Gargantuan Blizzard Golem	196612	11		5	87	560	393	389	451		295	131	212575	2026	2217				1900	6500	270	158			1553	1631	32	270	50	50	50	50		50	100	50			86263													832	919					2500																							950	1050			5		3							1E90FF	3	5		0		1	1								
1558	Blizzard Golem Boss	196612	11		5	90	589	413	409	474		310	138	237084	2128	2331				1900	6500	280	165			1632	1714	32	270	50	50	50	50		50	100	50			96301													874	966					2500																							1008	1113			5		3							1E90FF	3	5		0		1	1								
1559	Whitesnow Captor	196612	11		5	43	197	150	130	161		98	25	12745	742	791				1700	6500	118	65			735	772	47	350	50	50	50	50	50	50	50	50			2055																			2500																							121	133		1	5	1	3							FFFF00	5	2		1	1	1	1								
1560	Iceberg Bear	196612	11		5	45	210	160	139	171		105	27	13910	791	845				1600	6300	124	69			783	822	47	270	50	50	50	50	50	50	50	50			2349																			2500																							129	143		1	5	1	3							FFFF00	5	2		0	1	1	1								
1561	Master Wood	196612	11		5	36	144	106	95	119		73	18	8715	583	614				1600	5300	97	54			541	568	37	240	50	50	50	50	50	50	50	50			1387																			2500																							93	103		1	5	1	3							FFFF00	5	2		0	1	1	2								
1562	Gritstorm Rex Star	196612	11		5	57	286	215	190	233		144	36	24105	1102	1191				1900	5500	160	91			1063	1116	42	230	50	50	50	50	50	50	50	50			4842																			2500																							187	207		1	5	1	3							FFFF00	5	2		0	1	1	1								
1563	Gritstorm Rex Puncher	196612	11		5	56	279	210	185	227		140	35	22925	1075	1161				1900	5500	157	89			1037	1089	42	230	50	50	50	50	50	50	50	50			4580																			2500																							181	201		1	5	1	3							FFFF00	5	2		0	1	1	1								
1564	Gritstorm Rex Crusher	196612	11		5	58	294	220	194	239		147	37	25330	1130	1222				1900	5500	164	93			1090	1144	42	230	50	50	50	50	50	50	50	50			5115																			2500																							193	213		1	5	1	3							FFFF00	5	2		0	1	1	1								
1565	Hook Jester	196612	11		5	33	136	104	88	110		66	17	7245	519	543				1930	5650	89	50			508	534	47	210	50	50	50	50	50	50	50	50			1162																			2500																							83	91		1	5	1	3							FFFF00	5	2		0	1	1	1								
1566	Battle Beast Soldier	196612	11		5	37	160	113	105	131		80	19	9180	605	638				1800	6400	100	56			599	629	37	330	50	50	50	50	50	50	50	50			1468																			2500																							97	107		1	5	1	3							FFFF00	5	2		1	1	1	1								
1567	Battle Beast Chaser	196612	11		5	39	172	122	113	141		86	20	10370	649	688				1800	6400	106	59			644	676	37	330	50	50	50	50	50	50	50	50			1641																			2500																							105	116		1	5	1	3							FFFF00	5	2		1	1	1	1								
1568	Battle Beast Commander	196612	11		5	40	178	126	117	146		89	21	4000000	672	713				1800	6400	109	60			3000	3500	37	330	50	50	50	50	50	50	50	50			1731																			2500																							108	120		1	5	1	3							00FFF0	5	2000		1	1	1	1								
1569	Spear Master Grey	196612	11		5	53	265	202	176	215		132	34	20225	994	1071				1900	8400	148	84			985	1034	47	300	50	50	50	50	50	50	50	50			3858																			2500																							166	184		1	5	1	3							FFFF00	5	2		0	1	1	1								
1570	Spear Master Green	196612	11		5	52	258	196	171	209		129	33	19775	968	1042				1900	8400	144	82			958	1006	47	300	50	50	50	50	50	50	50	50			3638																			2500																							162	179		1	5	1	3							FFFF00	5	2		0	1	1	1								
1571	Spear Master Yellow	196612	11		5	55	279	213	185	227		140	35	10000000	1048	1131				1900	8400	154	88			4000	4500	47	300	50	50	50	50	50	50	50	50			4329																			2500																							177	195		1	5	1	3							00FFF0	5	2000		0	1	1	1								
1572	Reptilian Soldier	196612	11		5	63	316	233	213	258		162	39	30890	1271	1379				1000	5200	181	104			1173	1232	37	160	50	50	50	50	50	50	50	50			6345																			2500																							220	244		1	5	1	3							FFFF00	5	2		0	1	1	1								
1573	Volcano Wolf Form	196612	11		5	35	147	105	96	121		74	17	8265	561	590				2500	4250	95	53			550	577	47	190	50	50	50	50	50	50	50	50			1309																			2500																							89	99		1	5	1	3							FFFF00	5	2		0	1	1	1								
1574	Succubus Humble	196612	11		5	69	361	265	243	294		185	44	39345	1448	1575				1500	6000	202	118			1337	1403	37	150	50	50	50	50	50	50	50	50			8491																			2500																							256	282		1	5	1	3							FFFF00	5	2		0	1	1	1								
1575	Winged Latch Deck	196612	11		5	31	118	87	78	98		60	14	6470	477	497				1700	4700	83	47			445	467	37	220	50	50	50	50	50	50	50	50			1027																			2500																							75	83		1	5	1	3							FFFF00	5	2		0	1	1	1								
1576	Hungerman Walker	196612	11		5	59	296	223	199	241		151	37	26255	1157	1252				3000	7000	167	95			1098	1153	42	200	50	50	50	50	50	50	50	50			5398																			2500																							198	218		1	5	1	3							FFFF00	5	2		0	1	1	1								
1577	Ice Death Scorpion	196612	11		5	46	217	165	143	176		108	27	14520	815	872				1000	6000	126	71			807	848	47	800	50	50	50	50	50	50	50	50			2507																			2500																							134	148		1	5	1	3							FFFF00	5	2		1	1	1	1		1						
1578	Invader Tigerorus	196612	11		5	68	374	273	250	307		190	45	900000	1418	1542				1170	6000	198	115			3000	3100	42	270	50	50	50	50	50	50	50	50			8102																			2500																							250	276		1	5	1	3							00FFF0	5	2		1	1	1	1								
1579	Chainsword Dancer	196612	11		5	62	323	242	214	263		162	40	29525	1242	1347				2000	6500	177	102			1198	1258	42	800	50	50	50	50	50	50	50	50			6031																			2500																							215	237		1	5	1	3							FFFF00	5	2		0	1	1	2		1						
1580	���̺�Ʈ��_A	8				1	16	7	8	13		7	5	200	200	200				5000	5000	21	12			5	8																																																										9	5	9	3											1		1	1								
1581	���̺�Ʈ��_B	8				1	16	7	8	13		7	5	200	200	200				5000	5000	21	12			5	8																																																										9	5	9	3											1		1	1								
1582	���̺�Ʈ��_C	8				1	16	7	8	13		7	5	200	200	200				5000	5000	21	12			5	8																																																										9	5	9	3											1		1	1								
1583	���̺�Ʈ��_D	8				1	16	7	8	13		7	5	200	200	200				5000	5000	21	12			5	8																																																										9	5	9	3											1		1	1								
1584	���̺�Ʈ��_E	8				1	16	7	8	13		7	5	200	200	200				5000	5000	21	12			5	8																																																										9	5	9	3											1		1	1								
1585	Minotaur Axe	196612	11		5	60	308	229	204	251		155	38	11000000	1185	1284				2230	6000	170	97			4000	4500	42	370	50	50	50	50	50	50	50	50			5434																			2500																							203	225		1	5	1	3							00FFF0	5	2000		0	1	1	1								
1586	Feathered Wing Soldier	196612	11		5	41	175	134	117	145		90	22	11660	695	739				2500	7000	112	62			653	686	42	170	50	50	50	50	50	50	50	50			1824																			2500																							112	124		1	5	1	3							FFFF00	5	2		0	1	1	1								
1587	Serpent Witch	196612	11		5	61	324	243	216	263		162	41	28920	1214	1315				3000	6000	174	99			1202	1262	47	800	50	50	50	50	50	50	50	50			5726																			2500																							209	231		1	5	1	3							FFFF00	5	2		2	1	1	1		1						
1588	Rattleviper	196612	11		5	66	343	244	232	282		178	41	34895	1358	1476				1000	4800	191	111			1272	1335	37	200	50	50	50	50	50	50	50	50			7362																			2500																							238	263		1	5	1	3							FFFF00	5	2		2	1	1									
1589	Sabre Marylith	196612	11		5	65	331	239	223	270		170	40	33385	1329	1443				3000	5000	188	109			1227	1288	37	250	50	50	50	50	50	50	50	50			7011																			2500																							232	256		1	5	1	3							FFFF00	5	2		2	1	1	1								
1590	Sky Avenger Soldier	196612	11		5	67	365	287	247	295		186	48	36865	1388	1509				1100	7500	195	113			1353	1421	47	150	50	50	50	50	50	50	50	50			7726																			2500																							244	270		1	5	1	3							FFFF00	5	2		0	1	1	1								
1593	Raylin, Protector of the Sword	196612	3		5	106	816	696	597	653		451	696	444654	2482	2725				2000	8000	340	205			677	711	52	200		100	50	50	50	50	50	50			919900			725	801															2500																							631	697			5		3						2	B0E0E6	7	3	2	0		1	1								
1594	Dispatus Boss	196612	11		5	78	589	413	409	474		310	413	3556260	2128	2331				1600	7800	280	165			2228	2340	25	220		100	50	50	50	50	50	50			1516740			1193	1319															2500																							1552	1712			5		3							BDA66B	7	12.10000038		2		1	1								
1595	Dispatus Scale	196612	11		5	71	523	367	363	421		275	366	546812	1891	2068				3000	6500	256	148			2474	2598	25	800		100	50	50	50	50	50	50			388740			1325	1465															2500																							1340	1484			5		3							BDA66B	7	2.099999905		2		1	1		1						
1596	Dispatus Tail	196612	11		5	71	501	377	353	404		269	377	546812	1891	2068				2250	5800	256	148			2372	2490	35	270		100	50	50	50	50	50	50			388740			1270	1404															2500																							1340	1484			5		3							BDA66B	7	2.099999905		1		1	1								
1597	Bellius Lord	196612	11		5	85	658	399	457	529		346	399	4692897	2374	2604				3000	5250	322	183			2487	2611	25	600	100		50	50	50	50	50	50			1934345	1332	1472																	2500																							1772	1956			5		3							BDA66B	7	12.10000038		0		1	1								
1598	Bellius Sword	196612	11		5	78	589	413	409	474		310	413	711252	2128	2331				1900	6500	280	165			2785	2924	25	270	100		50	50	50	50	50	50			505580	1492	1649																	2500																							1552	1712			5		3							BDA66B	7	2.099999905		0		1	1								
1599	Bellius Shield	196612	11		5	78	540	402	387	436		296	402	711252	2128	2331				1500	6000	280	165			2554	2682	35	250	100		50	50	50	50	50	50			505580	1368	1512																	2500																							1552	1712			5		3							BDA66B	7	2.099999905		0		1	1								
1600	Lanuseth Master	196612	11		5	92	729	511	507	586		384	512	5335839	2482	2725				2500	7000	340	190			2756	2893	25	500	50	50	100		50	50	50	50			2317023					1475	1631													2500																							2008	2216			5		3							BDA66B	7	12.10000038		1		1	1								
1601	Lanuseth Observer	196612	11		5	85	620	494	445	499		339	494	938580	2374	2604				1500	5500	322	183			2930	3076	40	250	50	50		100	50	50	50	50			644783					1569	1735													2500																							1772	1956			5		3							BDA66B	7	2.099999905		1		1	1								
1602	Lanuseth Messenger	196612	11		5	85	658	461	457	529		346	461	938580	2374	2604				3500	7900	322	183			3109	3264	25	500	50	50		100	50	50	50	50			644783					1665	1841													2500																							1772	1956			5		3							BDA66B	7	2.099999905		0		1	1								
1603	Knight of Demise	196612	11		5	99	782	584	543	630		414	584	5335839	2482	2725				2000	6500	340	205			2955	3103	40	280	50	50		100	50	50	50	50			2819975							1583	1749											2500																							2256	2496			5		3							BDA66B	7	12.10000038		0		1	1								
1604	Wing of Demise	196612	11		5	92	729	511	507	586		384	512	1067168	2482	2725				1600	7000	340	190			3445	3617	25	270	50	50	100		50	50	50	50			772340							1845	2039											2500																							2008	2216			5		3							BDA66B	7	2.099999905		0		1									
1605	Peru Lala	196612	11		5	106	879	616	612	706		463	617	5335839	2482	2725				1300	5800	340	205			3321	3487	25	270	30	30	30	30	100	50	50	50			3389288									1778	1966									2500																							2524	2788			5		3							BDA66B	7	12.10000038		0		2	1								
1606	Peru Lulu	196612	11		5	106	879	616	612	706		463	617	5335839	2482	2725				3000	8000	340	205			3321	3487	25	470	30	30	30	30	100	50	50	50			3389288									1778	1966									2500																							2524	2788			5		3							BDA66B	7	12.10000038		0		1	1								
1607	Mephilasaurus	196612	11		5	113	934	559	618	752		462	560	5335839	2482	2725				2000	8250	340	205			3529	3705	25	300	50	50	50	50	50	50	50	50			3564638																			2500																							2684	2964			5		3							BDA66B	7	12.10000038		0		1	1								
1608	Test	2																																																																																																	0											
1609	Royal Guard Wizard	196612	1		5	90	570	471	409	457		310	471	296355	2128	2331				1500	8000	280	165			474	498	52	1000	100		50	50	50	50	50	50			433355	508	562																	2500																							403	445			5		3							FFDAB9	4	3		0		1	1		1						
1610	Royal Guard Archer	196612	1		5	90	570	471	409	457		310	471	296355	2128	2331				1500	8000	280	165			474	498	52	1000	100		50	50	50	50	50	50			433355	508	562																	2500																							403	445			5		3							FFDAB9	4	3		0		1	1		1						
1611	Rock Torge [E]	196612	11		5	25	92	67	60	76		46	11	130800	362	369				1600	5300	68	39			522	546	42	240	50	50	50	50	50	50	50	50			20505																			2500																							143	158		1	5	1	3							1E90FF	4	10		0		1	2								
1612	Queen Areh [E]	196612	11		5	28	115	79	73	94		55	13	164700	418	431				1540	6300	75	42			648	678	32	470	50	50	50	50	50	50	50	50			25500																			2500																							165	180		1	5	1	3							1E90FF	4	10		1		1	1								
1613	Bolt Gargoyle [E]	196612	11		5	29	113	84	73	93		56	14	171150	438	453				750	6900	78	44			636	669	37	270	50	50	50	50	50	50	50	50			27165																			2500																							173	193		1	5	1	3							1E90FF	4	10		0		1	1								
1614	Lakatamara [E]	196612	11		5	33	143	97	92	116		69	16	217350	519	543				1300	7500	89	50			801	843	32	550	50	50	50	50	50	50	50	50			34845																			2500																							208	228		1	5	1	3							1E90FF	4	10		0		1	1								
1615	Mura Soldier [E]	196612	11		5	36	154	115	101	126		77	19	261450	583	614				1600	5200	97	54			867	909	47	190	50	50	50	50	50	50	50	50			41610																			2500																							233	258		1	5	1	3							1E90FF	4	10		0		1	1								
1616	Rune Manticore [E]	196612	11		5	38	173	117	112	141		84	20	289800	627	663				2640	6500	103	57			969	1017	32	570	50	50	50	50	50	50	50	50			46605																			2500																							253	278		1	5	1	3							1E90FF	4	10		1		1	1								
1617	Centaur Cavalryman [E]	196612	11		5	42	188	137	124	156		95	23	365850	719	765				1170	6000	115	64			1056	1107	42	270	50	50	50	50	50	50	50	50			57600																			2500																							293	323		1	5	1	3							1E90FF	4	10		1		1	1								
1618	Kobolt Sorcerer [E]	196612	11		5	45	219	152	143	178		107	25	417300	791	845				1000	4900	124	69			1221	1284	32	800	50	50	50	50	50	50	50	50			70455																			2500																							323	358		1	5	1	3							1E90FF	4	10		0		2	1		1						
1619	Warzakh [E]	196612	11		5	48	240	167	157	194		117	28	490050	865	928				3100	6500	132	74			1338	1404	32	270	50	50	50	50	50	50	50	50			85485																			2500																							358	395		1	5	1	3							1E90FF	4	10		0		1	1								
1620	Golem [E]	196612	11		5	57	294	207	195	239		147	35	723150	1102	1191				2800	7000	160	91			1638	1719	37	270	50	50	50	50	50	50	50	50			145245																			2500																							468	518		1	5	1	3							1E90FF	4	10		0		1	1								
1621	Fargan [E]	196612	11		5	59	322	223	211	260		158	37	787650	1157	1252				1900	6500	167	95			1791	1881	32	270	50	50	50	50	50	50	50	50			161925																			2500																							495	545		1	5	1	3							1E90FF	4	10		0		1	1								
1622	Succubus [E]	196612	11		5	61	302	222	203	246		155	37	867600	1214	1315				1500	6000	174	99			1680	1764	37	220	50	50	50	50	50	50	50	50			171795																			2500																							523	578		1	5	1	3							1E90FF	4	10		0		1	1								
1623	Berserker Elite [E]	196612	11		5	64	333	245	225	270		170	41	969150	1300	1411				2000	6500	184	106			1851	1944	42	150	50	50	50	50	50	50	50	50			200160																			2500																							565	625		1	5	1	3							1E90FF	4	10		0		1	1								
1624	Pharaoh King [E]	196612	11		5	68	395	274	260	319		195	46	1142550	1418	1542				2500	7000	198	115			2196	2307	32	500	50	50	50	50	50	50	50	50			243060																			2500																							625	690		1	5	1	3							1E90FF	4	10		1		1	1								
1625	Fate Insect [E]	196612	11		5	70	412	248	271	333		203	41	1219500	1478	1609				4200	6750	205	120			2289	2403	32	1000	50	50	50	50	50	50	50	50			266790																			2500																							655	725		1	5	1	3							1E90FF	4	10		0		1	1		1						
1626	Giggler Commander [E]	196612	11		5	74	423	327	281	339		210	54	1423650	1602	1746				1930	5650	221	128			2349	2466	47	210	50	50	50	50	50	50	50	50			319140																			2500																							720	795			5		3							1E90FF	4	10		0		1	1								
1627	Watcher [E]	196612	11		5	77	454	346	303	368		228	58	1576200	1696	1851				2500	5500	233	134			2523	2649	47	800	50	50	50	50	50	50	50	50			362880																			2500																							770	850			5		3							1E90FF	4	10		0		1	1		1						
1628	Balor King [E]	196612	11		5	80	501	301	330	404		247	50	1794750	1793	1959				5000	10250	245	140			2781	2919	25	2000	50	50	50	50	50	50	50	50			410700																			2500																							823	908			5		3							1E90FF	4	10		0		1	1		1						
1629	Pain Evoker [E]	196612	11		5	82	506	374	333	410		250	62	1923600	1858	2031				3000	7500	252	145			2808	2949	47	600	50	50	50	50	50	50	50	50			444945																			2500																							858	948			5		3							1E90FF	4	10		0		1	1								
1630	Ogre Grunt [E]	196612	11		5	84	516	393	345	417		260	66	2058600	1925	2105				1900	4500	259	150			2862	3006	47	400	50	50	50	50	50	50	50	50			481125																			2500																							893	988			5		3							1E90FF	4	10		0		2	1								
1631	Nekros Rage [E]	196612	11		5	85	525	400	351	424		264	67	2139150	1958	2142				3000	7000	263	153			2913	3057	47	350	50	50	50	50	50	50	50	50			499950																			2500																							913	1008			5		3							1E90FF	4	10		2		1	2								
1632	Dishope [E]	196612	11		5	90	571	435	382	461		287	73	2577000	2128	2331				500	8500	280	165			3165	3324	47	550	50	50	50	50	50	50	50	50			601875																			2500																							1008	1113			5		3							1E90FF	4	10		1		1	1								
1633	Royal Guard Knight	196612	1		5	90	570	471	409	457		310	471	296355	2128	2331				1500	8000	280	165			474	498	52	250	100		50	50	50	50	50	50			433355	508	562																	2500																							403	445			5		3							FFDAB9	4	3		0		1	1								
1634	Charger Axeman	196612	2		5	90	570	471	409	457		310	471	296355	2128	2331				1500	8000	280	165			474	498	52	250	100		50	50	50	50	50	50			433355	508	562																	2500																							403	445			5		3							ADFF2F	4	3		0		1	1								
1635	Charger Combatant	196612	2		5	90	570	471	409	457		310	471	296355	2128	2331				1500	8000	280	165			474	498	52	250	100		50	50	50	50	50	50			433355	508	562																	2500																							403	445			5		3							ADFF2F	4	3		0		1	1								
1636	Charger Wizard	196612	2		5	90	570	471	409	457		310	471	296355	2128	2331				1500	8000	280	165			474	498	52	1000	100		50	50	50	50	50	50			433355	508	562																	2500																							403	445			5		3							ADFF2F	4	3		0		1	1		1						
1637	Guard Wizard	196612	3		5	90	570	471	409	457		310	471	296355	2128	2331				1500	8000	280	165			474	498	52	1000	100		50	50	50	50	50	50			433355	508	562																	2500																							403	445			5		3							B0E0E6	4	3		0		1	1		1						
1638	Guard Warrior	196612	3		5	90	570	471	409	457		310	471	296355	2128	2331				1500	8000	280	165			474	498	52	250	100		50	50	50	50	50	50			433355	508	562																	2500																							403	445			5		3							B0E0E6	4	3		0		1	1								
1639	Guard Archer	196612	3		5	90	570	471	409	457		310	471	296355	2128	2331				1500	8000	280	165			474	498	52	1000	100		50	50	50	50	50	50			433355	508	562																	2500																							403	445			5		3							B0E0E6	4	3		0		1	1		1						
1640	Doggy	8				1	16	7	8	13		7	5	200	200	200				5000	5000	21	12			5	8																																																										9	5	9	3											1		1	1								
1641	Kitty	8				1	16	7	8	13		7	5	200	200	200				5000	5000	21	12			5	8																																																										9	5	9	3											1		1	1								
1722	Slayer	196609	4	1	1	1	17	11	10	11		9		88	59	48				2000	6000							60	100																																																								9	5	9	3											0		1	1								
1723	Orbiter	196609	4	2	2	1	13	16	9	10		9		80	86	48				2000	6000							60	100																																																								9	5	9	3											0		1	1								
1724	Scion	196609	4	2	3	1	12	16	9	10		9		80	86	48				2000	6000							60	100																																								7830	7968	190;5	193;3	3857;5												9	5	9	3											0		1	1								
1726	Event Monster in Land of Ice	196612	11		5	47	16	11	7	14		6	2	1	62	35						21	12			15	15	42	170	50	50	50	50	50	50	50	50			14																			2500																							10	12		1	5	1	3							00FFFF	1	1		1	1	1	1								
1727	Event Monster in Frozen	196612	11		5	88	18	13	9	16		8	2	1	72	46						24				19	20	42	170	50	50	50	50	50	50	50	50			41																			2500																							12	14		1	5	1	3							00FFFF	1	1		1	1	1	1								
1728	Hypolynx Mature	196612	11		5	4	20	15	10	18		8	2	200	79	54				1490	5900	26	15			22	23	42	170	50	50	50	50	50	50	50	50			58																			2500																							14	16		1	5	1	3								1	1		1	1	1	1								
1729	Grinder Soldier	196612	11		5	2	17	12	8	15		7	2	168	66	40				1500	6500	23				17	17	47	220	50	50	50	50	50	50	50	50			27																			2500																							11	13		1	5	1	3								1	1		0	1	1	1								
1730	Grinder Warrior	196612	11		5	5	21	16	11	19		9	3	207	86	62				1500	6500	27				25	26	47	220	50	50	50	50	50	50	50	50			78																			2500																							15	17		1	5	1	3								1	1		0	1	1	1								
1731	King Grinder	196612	11		5	6	24	18	13	21		11	3	239	95	72				1500	6500	29				29	30	47	220	50	50	50	50	50	50	50	50			103																			2500																							16	18		1	5	1	3								1	1		0	1	1	1								
1732	Summoner	196609	4	1	4	1	7	8	16	8		17		64	43	92				2000	6000							60	100																																																								9	5	9	3											1		1	1								
1733	Irion Feather	196612	11		5	19	64	47	41	54		32	8	563	260	255				2000	6000	54	31			77	81	37	900	50	50	50	50	50	50	50	50			446																			2500																							41	45		1	5	1	3								1	1		0	1	1	1		1						
1734	Irion Plant	196612	11		5	18	59	43	37	50		29	7	523	244	238				2000	6000	52	30			71	75	37	900	50	50	50	50	50	50	50	50			419																			2500																							39	43		1	5	1	3								1	1		0	1	1	1		1						
1735	Irion Gest	196612	11		5	20	69	50	46	58		36	17	3624	276	273				2000	6000	56	32			53	55	37	900	50	50	100		50	50	50	50			1142							56	62											2500																							110	120		1	5	1	3						3	FFFF00	2	1.299999952	5	0		1	1		1						
1736	Glutton Worker	196612	11		5	5	21	16	11	19		9	3	207	86	62				2000	7000	27				25	26	42	250	50	50	50	50	50	50	50	50			78																			2500																							15	17		1	5	1	3								1	1		1	1	1	1								
1737	Glutton Hunter	196612	11		5	7	26	19	14	23		12	3	233	104	82				2000	7000	30				33	34	42	250	50	50	50	50	50	50	50	50			131																			2500																							18	20		1	5	1	3								1	1		1	1	1	1								
1738	Glutton Flogger	196612	11		5	9	31	23	18	27		14	4	276	125	105				2000	7000	33				39	41	42	250	50	50	50	50	50	50	50	50			204																			2500																							21	23		1	5	1	3								1	1		1	1	1	1								
1739	Patriot Minor	196612	11		5	21	73	54	46	61		36	9	626	292	291				2500	8000	58	33			87	92	37	320	50	50	50	50	50	50	50	50			510																			2500																							47	51		1	5	1	3								1	1		1	1	1	1								
1740	Patriot Middler	196612	11		5	22	79	58	50	66		39	10	700	309	310				2500	8000	61	35			94	99	37	320	50	50	50	50	50	50	50	50			547																			2500																							48	54		1	5	1	3								1	1		1	1	1	1								
1741	Patriot Major	196612	11		5	23	86	62	55	71		42	10	731	327	329				2500	8000	63	36			102	107	37	320	50	50	50	50	50	50	50	50			589																			2500																							51	57		1	5	1	3								1	1		1	1	1	1								
1742	Coremaster Tucker	196612	11		5	15	49	37	31	41		24	6	432	200	189				2500	7000	46				59	62	42	300	50	50	50	50	50	50	50	50			352																			2500																							32	36		1	5	1	3								1	1		0	1	1	1								
1743	Coremaster Ruler	196612	11		5	16	53	40	34	45		26	7	449	214	205				2500	7000	48	27			64	68	42	300	50	50	50	50	50	50	50	50			372																			2500																							34	38		1	5	1	3								1	1		0	1	1	1								
1744	Coremaster Power	196612	11		5	18	62	47	40	52		31	8	523	244	238				2500	7000	52	30			75	78	42	300	50	50	50	50	50	50	50	50			419																			2500																							39	43		1	5	1	3								1	1		0	1	1	1								
1745	Bloodvess Pole	196612	11		5	28	104	77	68	86		52	13	1098	418	431				2000	6500	75	42			122	128	42	270	50	50	50	50	50	50	50	50			850																			2500																							66	72		1	5	1	3								1	1		0	1	1	1								
1746	Bloodvess Well	196612	11		5	29	111	82	73	92		56	14	1141	438	453				2000	6500	78	44			131	137	42	270	50	50	50	50	50	50	50	50			906																			2500																							69	77		1	5	1	3								1	1		0	1	1	1								
1747	Bloodvess Vine	196612	11		5	30	119	87	78	98		60	14	1216	457	475				2000	6500	80	45			140	147	42	270	50	50	50	50	50	50	50	50			965																			2500																							72	80		1	5	1	3								1	1		0	1	1	1								
1748	Regia	196612	11		5	11	45	34	27	38		21	6	4392	173	159				1280	5800	41	24			247	259	40	210	50	50	50	50	50	50	50	50			1132																			2500																							100	108		1	5	1	3							BD806B	3	1.700000048		1		1	2								
1749	Bayal	196612	11		5	10	35	27	20	30		16	4	1788	136	117				1280	5800	35	20			68	72	47	210	50	50	50	50	50	50	50	50			497																			2500																							58	63		1	5	1	3							BD806B	2	1.5		1		1	2								
1750	Irysha	196612	11		5	19	64	47	41	54		32	8	3378	260	255				2000	6000	54	31			123	129	37	900	50	50	50	50	50	50	50	50			891																			2500																							103	113		1	5	1	3							BD806B	2	1.5		0		1	1		1						
1751	Felicia	196612	11		5	19	73	53	49	61		38	18	7512	292	291				2000	6000	58	33			159	167	30	900	50	50	100		50	50	50	50			2141							86	95											2500																							164	180		1	5	1	3						3	BD806B	3	1.899999976	5	0		1	1		1						
