TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Part	Kind	ItemType	Type	SubType	ExtraType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	NPC Charisma Price	NPC Shrine Coin	PC Charisma Price	PC Shrine Coin	NPC Arena Coin	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide	Buyer_Type	Using_Type	OptionTID	PotionType2	Link_id	Skill_plus	Gambling	QuestItem	Gacha_Type_Numer	GachaRank	Gacha_Point_Type	StaminaCure	RemainPetStamina	GachaMinLv	GachaMaxLv	Item_section_num	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
12872	????_????Legs							20	1	0																																																0																																																																									
12873	????_????Foot							21	1	0																																																0																																																																									
12874	????_????_????Body							16	1	0																																																0																																																																									
12875	????_????_????Head							17	1	0																																																0																																																																									
12876	????_????_????Hands							19	1	0																																																0																																																																									
12877	????_????_????Legs							20	1	0																																																0																																																																									
12878	????_????_????Foot							21	1	0																																																0																																																																									
12879	????_????Body							16	1	0																																																0																																																																									
12880	????_????Head							17	1	0																																																0																																																																									
12881	????_????Hands							19	1	0																																																0																																																																									
12882	????_????Legs							20	1	0																																																0																																																																									
12883	????_????Foot							21	1	0																																																0																																																																									
12884	????_????_????Body							16	1	0																																																0																																																																									
12885	????_????_????Head							17	1	0																																																0																																																																									
12886	????_????_????Hands							19	1	0																																																0																																																																									
12887	????_????_????Legs							20	1	0																																																0																																																																									
12888	????_????_????Foot							21	1	0																																																0																																																																									
12889	????_????Body							16	1	0																																																0																																																																									
12890	????_????Head							17	1	0																																																0																																																																									
12891	????_????Hands							19	1	0																																																0																																																																									
12892	????_????Legs							20	1	0																																																0																																																																									
12893	????_????Foot							21	1	0																																																0																																																																									
12894	????_????_????Body							16	1	0																																																0																																																																									
12895	????_????_????Head							17	1	0																																																0																																																																									
12896	????_????_????Hands							19	1	0																																																0																																																																									
12897	????_????_????Legs							20	1	0																																																0																																																																									
12898	????_????_????Foot							21	1	0																																																0																																																																									
12899	????_????Body							16	1	0																																																0																																																																									
12900	????_????Head							17	1	0																																																0																																																																									
12901	????_????Hands							19	1	0																																																0																																																																									
12902	????_????Legs							20	1	0																																																0																																																																									
12903	????_????Foot							21	1	0																																																0																																																																									
12904	????_????_????Body							16	1	0																																																0																																																																									
12905	????_????_????Head							17	1	0																																																0																																																																									
12906	????_????_????Hands							19	1	0																																																0																																																																									
12907	????_????_????Legs							20	1	0																																																0																																																																									
12908	????_????_????Foot							21	1	0																																																0																																																																									
12909	????_????Body							16	1	0																																																0																																																																									
12910	????_????Head							17	1	0																																																0																																																																									
12911	????_????Hands							19	1	0																																																0																																																																									
12912	????_????Legs							20	1	0																																																0																																																																									
12913	????_????Foot							21	1	0																																																0																																																																									
12914	????_????_????Body							16	1	0																																																0																																																																									
12915	????_????_????Head							17	1	0																																																0																																																																									
12916	????_????_????Hands							19	1	0																																																0																																																																									
12917	????_????_????Legs							20	1	0																																																0																																																																									
12918	????_????_????Foot							21	1	0																																																0																																																																									
12919	????_????Body							16	1	0																																																0																																																																									
12920	????_????Head							17	1	0																																																0																																																																									
12921	????_????Hands							19	1	0																																																0																																																																									
12922	????_????Legs							20	1	0																																																0																																																																									
12923	????_????Foot							21	1	0																																																0																																																																									
12924	??????_????Body							16	1	0																																																0																																																																									
12925	??????_????Head							17	1	0																																																0																																																																									
12926	??????_????Hands							19	1	0																																																0																																																																									
12927	??????_????Legs							20	1	0																																																0																																																																									
12928	??????_????Foot							21	1	0																																																0																																																																									
12929	??????_????_????Body							16	1	0																																																0																																																																									
12930	??????_????_????Head							17	1	0																																																0																																																																									
12931	??????_????_????Hands							19	1	0																																																0																																																																									
12932	??????_????_????Legs							20	1	0																																																0																																																																									
12933	??????_????_????Foot							21	1	0																																																0																																																																									
12934	????_????Body							16	1	0																																																0																																																																									
12935	????_????Head							17	1	0																																																0																																																																									
12936	????_????Hands							19	1	0																																																0																																																																									
12937	????_????Legs							20	1	0																																																0																																																																									
12938	????_????Foot							21	1	0																																																0																																																																									
12939	????_????_????Body							16	1	0																																																0																																																																									
12940	????_????_????Head							17	1	0																																																0																																																																									
12941	????_????_????Hands							19	1	0																																																0																																																																									
12942	????_????_????Legs							20	1	0																																																0																																																																									
12943	????_????_????Foot							21	1	0																																																0																																																																									
12944	????????_????Body							16	1	0																																																0																																																																									
12945	????????_????Head							17	1	0																																																0																																																																									
12946	????????_????Hands							19	1	0																																																0																																																																									
12947	????????_????Legs							20	1	0																																																0																																																																									
12948	????????_????Foot							21	1	0																																																0																																																																									
12949	????????_????_????Body							16	1	0																																																0																																																																									
12950	????????_????_????Head							17	1	0																																																0																																																																									
12951	????????_????_????Hands							19	1	0																																																0																																																																									
12952	????????_????_????Legs							20	1	0																																																0																																																																									
12953	????????_????_????Foot							21	1	0																																																0																																																																									
12954	????_????_????Body							16	1	0																																																0																																																																									
12955	????_????_????Head							17	1	0																																																0																																																																									
12956	????_????_????Hands							19	1	0																																																0																																																																									
12957	????_????_????Legs							20	1	0																																																0																																																																									
12958	????_????_????Foot							21	1	0																																																0																																																																									
12959	Santa Claus Suit: Elite <Knight - 30 days>	1			1	1				1	31																			10																																																													1576	1													3			43200	140	1	2	1																			
12960	Santa Claus Suit: Elite <Archer - 30 days>	1			2	1				1	31																			10																																																													1576	1													3			43200	140	1	2	1																			
12961	Santa Claus Suit: Elite <Mage - 30 days>	1			4	1				1	31																			10																																																													1576	1													3			43200	140	1	2	1																			
12962	Santa Claus Suit: Elite <Berserker - 30 days>	1			1	2				1	31																			10																																																													1576	1													3			43200	140	1	2	1																			
12963	Santa Claus Suit: Elite <Hunter - 30 days>	1			2	2				1	31																			10																																																													1576	1													3			43200	140	1	2	1																			
12964	Santa Claus Suit: Elite <Sorcerer - 30 days>	1			4	2				1	31																			10																																																													1576	1													3			43200	140	1	2	1																			
12965	Santa Claus Suit: Elite <Swashbuckler - 30 days>	1			1	3				1	31																			10																																																													1576	1													3			43200	140	1	2	1																			
12966	Santa Claus Suit: Elite <Ranger - 30 days>	1			2	3				1	31																			10																																																													1576	1													3			43200	140	1	2	1																			
12967	Santa Claus Suit: Elite <Elementalist - 30 days>	1			4	3				1	31																			10																																																													1576	1													3			43200	140	1	2	1																			
12968	Santa Claus Suit: Elite <DragonScion - 30 days>	1			1;2;3;4	4				1	31																			10																																																													1576	1													3			43200	140	1	2	1																			
12969	3rd Anniversary Pet		1	120						1	12	0		1	1															99																																																													1583	1													3			43200	90	1	2	1																			
12970	Blessing Pouch with windfall luck									1	22	256	39	1																99																																																																											1						1	1																			
12971	Ghost Armor: Superior <Knight-14 days>	1			1	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
12972	Ghost Armor: Superior <Archer-14 days>	1			2	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
12973	Ghost Armor: Superior <Mage-14 days>	1			4	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
12974	Ghost Armor: Superior <Berserker-14 days>	1			1	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
12975	Ghost Armor: Superior <Hunter-14 days>	1			2	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
12976	Ghost Armor: Superior <Sorcerer-14 days>	1			4	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
12977	Ghost Armor: Superior <Swashbuckler-14 days>	1			1	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
12978	Ghost Armor: Superior <Ranger-14 days>	1			2	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
12979	Ghost Armor: Superior <Elementalist-14 days>	1			4	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
12980	Ghost Armor: Superior <DragonScion-14 days>	1			1;2;3;4	4				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
12981	Heroic Ghost Armor <Knight - 14 days>	1			1	1				1	31																			10																																																													1598	1													3			20160	140	1	2	1																			
12982	Heroic Ghost Armor <Archer - 14 days>	1			2	1				1	31																			10																																																													1598	1													3			20160	140	1	2	1																			
12983	Heroic Ghost Armor <Mage - 14 days>	1			4	1				1	31																			10																																																													1598	1													3			20160	140	1	2	1																			
12984	Heroic Ghost Armor <Berserker - 14 days>	1			1	2				1	31																			10																																																													1598	1													3			20160	140	1	2	1																			
12985	Heroic Ghost Armor <Hunter - 14 days>	1			2	2				1	31																			10																																																													1598	1													3			20160	140	1	2	1																			
12986	Heroic Ghost Armor <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													1598	1													3			20160	140	1	2	1																			
12987	Heroic Ghost Armor <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													1598	1													3			20160	140	1	2	1																			
12988	Heroic Ghost Armor <Ranger - 14 days>	1			2	3				1	31																			10																																																													1598	1													3			20160	140	1	2	1																			
12989	Heroic Ghost Armor <Elementalist - 14 days>	1			4	3				1	31																			10																																																													1598	1													3			20160	140	1	2	1																			
12990	Heroic Ghost Armor <DragonScion - 14 days>	1			1;2;3;4	4				1	31																			10																																																													1598	1													3			20160	140	1	2	1																			
12991	??????_????Body							16	1	0																																																0																																																																									
12992	??????_????Hands							19	1	0																																																0																																																																									
12993	??????_????Legs							20	1	0																																																0																																																																									
12994	??????_????Foot							21	1	0																																																0																																																																									
12995	??????_????Head							17	1	0																																																0																																																																									
12996	??????_????_????Body							16	1	0																																																0																																																																									
12997	??????_????_????Hands							19	1	0																																																0																																																																									
12998	??????_????_????Legs							20	1	0																																																0																																																																									
12999	??????_????_????Foot							21	1	0																																																0																																																																									
13000	??????_????_????Head							17	1	0																																																0																																																																									
13001	Rare Tuxedo: Balanced <Knight - 14 days>	1			1	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13002	Rare Tuxedo: Superior <Knight - 14 days>	1			1	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13003	Rare Tuxedo: Superior <Knight - 30 days>	1			1	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13004	Rare Tuxedo: Balanced <Archer - 14 days>	1			2	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13005	Rare Tuxedo: Superior <Archer - 14 days>	1			2	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13006	Rare Tuxedo: Superior <Archer - 30 days>	1			2	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13007	Rare Wedding Dress: Balanced <Mage - 14 days>	1			4	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13008	Rare Wedding Dress: Superior <Mage - 14 days>	1			4	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13009	Rare Wedding Dress: Superior <Mage - 30 days>	1			4	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13010	Rare Tuxedo: Balanced <Berserker - 14 days>	1			1	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13011	Rare Tuxedo: Superior <Berserker - 14 days>	1			1	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13012	Rare Tuxedo: Superior <Berserker - 30 days>	1			1	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13013	Rare Wedding Dress: Balanced <Hunter - 14 days>	1			2	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13014	Rare Wedding Dress: Superior <Hunter - 14 days>	1			2	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13015	Rare Wedding Dress: Superior <Hunter - 30 days>	1			2	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13016	Rare Tuxedo: Balanced <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13017	Rare Tuxedo: Superior <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13018	Rare Tuxedo: Superior <Sorcerer - 30 days>	1			4	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13019	Rare Wedding Dress: Balanced <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13020	Rare Wedding Dress: Superior <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13021	Rare Wedding Dress: Superior <Swashbuckler - 30 days>	1			1	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13022	Rare Wedding Dress: Balanced <Ranger - 14 days>	1			2	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13023	Rare Wedding Dress: Superior <Ranger - 14 days>	1			2	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13024	Rare Wedding Dress: Superior <Ranger - 30 days>	1			2	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13025	Rare Wedding Dress: Balanced <Elementalist - 14 days>	1			4	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13026	Rare Wedding Dress: Superior <Elementalist - 14 days>	1			4	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13027	Rare Wedding Dress: Superior <Elementalist - 30 days>	1			4	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13028	Rare Tuxedo: Balanced <DragonScion - 14 days>	1			1;2;3;4	4				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13029	Rare Tuxedo: Superior <DragonScion - 14 days>	1			1;2;3;4	4				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13030	Rare Tuxedo: Superior <DragonScion - 30 days>	1			1;2;3;4	4				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13031	Rare Pierrot: Balanced <Knight - 14 days>	1			1	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13032	Rare Pierrot: Superior <Knight - 14 days>	1			1	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13033	Rare Pierrot: Superior <Knight - 30 days>	1			1	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13034	Rare Pierrot: Balanced <Archer - 14 days>	1			2	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13035	Rare Pierrot: Superior <Archer - 14 days>	1			2	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13036	Rare Pierrot: Superior <Archer - 30 days>	1			2	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13037	Rare Burlesque: Balanced <Mage - 14 days>	1			4	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13038	Rare Burlesque: Superior <Mage - 14 days>	1			4	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13039	Rare Burlesque: Superior <Mage - 30 days>	1			4	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13040	Rare Pierrot: Balanced <Berserker - 14 days>	1			1	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13041	Rare Pierrot: Superior <Berserker - 14 days>	1			1	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13042	Rare Pierrot: Superior <Berserker - 30 days>	1			1	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13043	Rare Burlesque: Balanced <Hunter - 14 days>	1			2	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13044	Rare Burlesque: Superior <Hunter - 14 days>	1			2	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13045	Rare Burlesque: Superior <Hunter - 30 days>	1			2	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13046	Rare Pierrot: Balanced <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13047	Rare Pierrot: Superior <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13048	Rare Pierrot: Superior <Sorcerer - 30 days>	1			4	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13049	Rare Burlesque: Balanced <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13050	Rare Burlesque: Superior <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13051	Rare Burlesque: Superior <Swashbuckler - 30 days>	1			1	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13052	Rare Burlesque: Balanced <Ranger - 14 days>	1			2	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13053	Rare Burlesque: Superior <Ranger - 14 days>	1			2	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13054	Rare Burlesque: Superior <Ranger - 30 days>	1			2	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13055	Rare Burlesque: Balanced <Elementalist - 14 days>	1			4	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13056	Rare Burlesque: Superior <Elementalist - 14 days>	1			4	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13057	Rare Burlesque: Superior <Elementalist - 30 days>	1			4	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13058	Rare Pierrot: Balanced <DragonScion - 14 days>	1			1;2;3;4	4				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13059	Rare Pierrot: Superior <DragonScion - 14 days>	1			1;2;3;4	4				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13060	Rare Pierrot: Superior <DragonScion - 30 days>	1			1;2;3;4	4				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13061	Rare Cowboy Outfit: Balanced <Knight - 14 days>	1			1	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13062	Rare Cowboy Outfit: Superior <Knight - 14 days>	1			1	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13063	Rare Cowboy Outfit: Superior <Knight - 30 days>	1			1	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13064	Rare Cowboy Outfit: Balanced <Archer - 14 days>	1			2	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13065	Rare Cowboy Outfit: Superior <Archer - 14 days>	1			2	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13066	Rare Cowboy Outfit: Superior <Archer - 30 days>	1			2	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13067	Rare Maid Garments: Balanced <Mage - 14 days>	1			4	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13068	Rare Maid Garments: Superior <Mage - 14 days>	1			4	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13069	Rare Maid Garments: Superior <Mage - 30 days>	1			4	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13070	Rare Cowboy Outfit: Balanced <Berserker - 14 days>	1			1	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13071	Rare Cowboy Outfit: Superior <Berserker - 14 days>	1			1	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13072	Rare Cowboy Outfit: Superior <Berserker - 30 days>	1			1	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13073	Rare Maid Garments: Balanced <Hunter - 14 days>	1			2	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13074	Rare Maid Garments: Superior <Hunter - 14 days>	1			2	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13075	Rare Maid Garments: Superior <Hunter - 30 days>	1			2	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13076	Rare Cowboy Outfit: Balanced <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13077	Rare Cowboy Outfit: Superior <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13078	Rare Cowboy Outfit: Superior <Sorcerer - 30 days>	1			4	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13079	Rare Maid Garments: Balanced <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13080	Rare Maid Garments: Superior <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13081	Rare Maid Garments: Superior <Swashbuckler - 30 days>	1			1	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13082	Rare Maid Garments: Balanced <Ranger - 14 days>	1			2	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13083	Rare Maid Garments: Superior <Ranger - 14 days>	1			2	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13084	Rare Maid Garments: Superior <Ranger - 30 days>	1			2	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13085	Rare Maid Garments: Balanced <Elementalist - 14 days>	1			4	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13086	Rare Maid Garments: Superior <Elementalist - 14 days>	1			4	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13087	Rare Maid Garments: Superior <Elementalist - 30 days>	1			4	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13088	Rare Cowboy Outfit: Balanced <DragonScion - 14 days>	1			1;2;3;4	4				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13089	Rare Cowboy Outfit: Superior <DragonScion - 14 days>	1			1;2;3;4	4				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13090	Rare Cowboy Outfit: Superior <DragonScion - 30 days>	1			1;2;3;4	4				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13091	White Jumpsuit Balanced <Knight -14 days>	1			1	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13092	Rare Yellow Jumpsuit Superior <Knight - 14 days>	1			1	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13093	Rare Yellow Jumpsuit Superior <Knight - 30 days>	1			1	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13094	White Jumpsuit Balanced <Archer - 14 days>	1			2	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13095	Rare Yellow Jumpsuit Superior <Archer - 14 days>	1			2	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13096	Rare Yellow Jumpsuit Superior <Archer - 30 days>	1			2	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13097	White Jumpsuit Balanced <Mage - 14 days>	1			4	1				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13098	Rare Yellow Jumpsuit Superior <Mage - 14 days>	1			4	1				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13099	Rare Yellow Jumpsuit Superior <Mage - 30 days>	1			4	1				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13100	White Jumpsuit Balanced <Berserker - 14 days>	1			1	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13101	Rare Yellow Jumpsuit Superior <Berserker - 14 days>	1			1	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13102	Rare Yellow Jumpsuit Superior <Berserker - 30 days>	1			1	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13103	White Jumpsuit Balanced <Hunter - 14 days>	1			2	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13104	Rare Yellow Jumpsuit Superior <Hunter - 14 days>	1			2	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13105	Rare Yellow Jumpsuit Superior <Hunter - 30 days>	1			2	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13106	White Jumpsuit Balanced <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13107	Rare Yellow Jumpsuit Superior <Sorcerer - 14 days>	1			4	2				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13108	Rare Yellow Jumpsuit Superior <Sorcerer - 30 days>	1			4	2				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13109	White Jumpsuit Balanced <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
13110	Rare Yellow Jumpsuit Superior <Swashbuckler - 14 days>	1			1	3				1	31																			10																																																													898	1													3			20160	140	1	2	1																			
13111	Rare Yellow Jumpsuit Superior <Swashbuckler - 30 days>	1			1	3				1	31																			10																																																													898	1													3			43200	140	1	2	1																			
13112	White Jumpsuit Balanced <Ranger - 14 days>	1			2	3				1	31																			10																																																													897	1													3			20160	140	1	2	1																			
