Name	Position	Rotation	Radius
elf022_31	363829,0,-12362.799805	0,0	1345.880005
elf022_32	367175,0,-14381.599609	0,0	2130.97998
elf022_33	365698,0,-12101.099609	0,0	1345.880005
elf022_34	359754,0,-8325.139648	0,0	3906.790039
elf022_35	357735,0,-7147.5	0,0	1738.430054
elf022_36	359119,0,-10400	0,0	1831.890015
elf022_37	361717,0,-7371.810059	0,0	1757.119995
elf022_38	365650,0,-3390.159912	0,0	1615.050049
elf022_39	367691,0,-8953.129883	0,0	1413.170044
elf022_40	361662,0,-9747.089844	0,0	1641.969971
elf023_7	345188,0,-2587.01001	0,0	1615.050049
elf023_8	346561,0,-2990.780029	0,0	1372.800049
elf023_9	337409,0,-5224.939941	0,0	2153.409912
elf023_10	336090,0,-2425.51001	0,0	1964.97998
elf023_11	334044,0,-1779.47998	0,0	1507.380005
elf023_12	334017,0,-4228.97998	0,0	1776.560059
elf023_13	334475,0,-11604.400391	0,0	1668.890015
elf023_14	335821,0,-10070.099609	0,0	1507.380005
elf023_15	333344,0,-9666.339844	0,0	1695.810059
elf023_16	329468,0,-9940.110352	0,0	1534.300049
elf023_17	326911,0,-10254.099609	0,0	1719.72998
elf023_18	318410,0,-7315.640137	0,0	2602.030029
elf023_19	321415,0,-8482.070313	0,0	2400.149902
elf023_20	319980,0,-7809.129883	0,0	1592.619995
elf023_21	313519,0,-10680.299805	0,0	2265.560059
elf023_22	314327,0,-11465.400391	0,0	1861.800049
elf023_23	318970,0,-13484.299805	0,0	1951.52002
elf023_24	320316,0,-13731	0,0	2063.679932
elf023_25	311546,0,-8280.19043	0,0	1256.150024
elf023_26	322178,0,-9401.759766	0,0	1929.089966
elf023_27	325498,0,-16019	0,0	1794.51001
elf023_28	329899,0,-14107.700195	0,0	1318.959961
elf023_29	326032,0,-12231.900391	0,0	1420.650024
elf023_30	325677,0,-18082.800781	0,0	1308.48999
elf024_1	327060,0,-27074	0,0	1453.550049
elf024_2	328827,0,-30977.800781	0,0	1635.619995
elf024_3	329621,0,-30214.5	0,0	1339.650024
elf024_4	332067,0,-29762.800781	0,0	1370.800049
elf024_5	334949,0,-31445.099609	0,0	1277.339966
elf024_6	335868,0,-32551.099609	0,0	1401.959961
elf024_7	335704,0,-38536.800781	0,0	2071.780029
elf024_8	336475,0,-36507.800781	0,0	1386.380005
elf024_9	331413,0,-34217.898438	0,0	965.7930298
elf024_10	332191,0,-35059.101563	0,0	1012.52002
elf024_11	333952,0,-38314.699219	0,0	1324.069946
elf024_12	335883,0,-40588.898438	0,0	1401.959961
elf024_13	327580,0,-34747.699219	0,0	1620.040039
elf024_14	328686,0,-35417.5	0,0	1261.76001
elf024_15	330213,0,-42505.199219	0,0	2476.790039
elf024_16	330462,0,-39639	0,0	1433.109985
elf024_17	332207,0,-43019.300781	0,0	1355.22998
elf024_18	328079,0,-42754.398438	0,0	1760.23999
elf024_19	330275,0,-44016.199219	0,0	1713.5
elf024_20	338013,0,-46930.398438	0,0	2422.580078
elf024_21	340099,0,-49420.300781	0,0	1839.369995
elf024_22	341468,0,-51551.300781	0,0	2175.840088
elf024_23	335703,0,-45562.101563	0,0	1570.189941
elf024_24	340256,0,-47625.800781	0,0	1615.050049
elf024_25	346627,0,-41367.5	0,0	2714.189941
elf024_26	343890,0,-41300.199219	0,0	1502.900024
elf024_27	345236,0,-43363.800781	0,0	1615.050049
elf024_28	347883,0,-41838.5	0,0	1727.209961
elf024_29	341535,0,-43588.199219	0,0	1368.310059
elf024_30	343845,0,-47289.300781	0,0	1390.73999
elf024_31	343285,0,-53973.898438	0,0	1816.939941
elf025_1	320831,0,-35602.601563	0,0	1570.189941
elf025_2	324218,0,-34122.101563	0,0	1345.880005
elf025_3	321638,0,-40201	0,0	2364.439941
elf025_4	316591,0,-35535.300781	0,0	2355.290039
elf025_5	316928,0,-38249.5	0,0	1772.069946
elf025_6	314797,0,-36432.601563	0,0	1727.209961
elf025_7	311858,0,-31789.300781	0,0	2489.879883
elf025_8	313025,0,-31385.5	0,0	1951.52002
elf025_9	311387,0,-36477.398438	0,0	1211.290039
elf025_10	309503,0,-36141	0,0	1323.449951
elf025_13	316232,0,-27280.599609	0,0	1951.52002
elf025_14	317668,0,-29344.300781	0,0	1547.76001
elf025_15	316389,0,-28918.099609	0,0	1525.329956
elf025_16	317973,0,-45279.398438	0,0	2602.030029
elf025_17	316861,0,-47379.101563	0,0	2355.290039
elf025_18	319373,0,-46818.300781	0,0	2086.110107
elf025_19	320664,0,-54118.898438	0,0	2000
elf025_20	318699,0,-52651	0,0	1547.76001
elf025_21	312284,0,-51192.898438	0,0	2422.580078
elf025_22	309435,0,-52493.898438	0,0	2108.540039
elf025_23	307977,0,-53122	0,0	1345.880005
elf025_24	312486,0,-49376	0,0	1525.329956
elf025_25	320516,0,-51596.898438	0,0	1637.47998
elf025_26	325600,0,-48254.699219	0,0	2187.050049
elf025_27	327507,0,-50404.300781	0,0	1551.5
elf025_28	328591,0,-49077.199219	0,0	1532.810059
elf025_29	334735,0,-56715.898438	0,0	2000.119995
elf025_30	339502,0,-56793.398438	0,0	2112.280029
elf025_31	336518,0,-54700.300781	0,0	1962.73999
elf025_32	334153,0,-54429	0,0	2093.590088
elf025_33	347863,0,-57582.800781	0,0	1887.969971
elf025_34	348199,0,-59769.898438	0,0	1327.189941
elf025_35	346162,0,-59096.898438	0,0	1420.650024
elf025_36	346910,0,-67284.296875	0,0	1084.180054
elf025_37	345695,0,-66144.101563	0,0	1009.409973
elf025_38	350274,0,-55937.800781	0,0	766.4030151
elf025_39	316222,0,-43909.601563	0,0	1713.5
le009_1	371286,0,-7833.72998	0,0	1261.76001
le010_1	317329,0,-28225.400391	0,0	1256.150024
leb005_1	310893,0,-52070.699219	0,0	1414.939941
leb006_1	359531,0,-7699.799805	0,0	2357.97998
le020_1	337060,0,-57529.898438	0,0	2093.110107
elf010_33	407703,0,93328.898438	0,0	1525.329956
elf010_34	407096,0,94030.296875	0,0	1390.73999
elf010_35	402903,0,93912.101563	0,0	1345.880005
elf010_36	403935,0,92297	0,0	1278.579956
elf010_37	402634,0,92005.398438	0,0	1323.449951
elf011_1	406798,0,86853.203125	0,0	2542.209961
elf011_2	408854,0,86797.101563	0,0	1364.569946
elf011_3	406891,0,88872	0,0	1252.410034
elf011_4	404574,0,86965.398438	0,0	1271.109985
elf011_5	406667,0,87208.398438	0,0	1476.72998
elf011_6	406873,0,82348.296875	0,0	1345.880005
elf011_7	404760,0,82666.101563	0,0	1327.180054
elf011_8	403340,0,83750.203125	0,0	1271.109985
elf011_9	401732,0,89059	0,0	1495.420044
elf011_10	401153,0,87638.296875	0,0	1196.329956
elf011_11	403415,0,89545	0,0	1009.409973
elf011_12	405424,0,78510.601563	0,0	1345.880005
elf011_13	406124,0,76357.203125	0,0	1615.050049
elf011_14	407712,0,71054.398438	0,0	1426.630005
elf011_20	398741,0,79880.101563	0,0	1532.800049
elf011_21	391264,0,75693	0,0	1570.189941
elf011_22	392927,0,76964.101563	0,0	1252.410034
elf011_23	395226,0,73917.203125	0,0	1495.420044
elf011_24	396124,0,75076.101563	0,0	1158.949951
elf011_25	389469,0,70608.5	0,0	2635.669922
elf011_26	392404,0,70066.5	0,0	1495.420044
elf011_27	387263,0,70365.5	0,0	1401.949951
elf011_28	389656,0,69374.796875	0,0	1514.109985
elf011_29	390871,0,72515.203125	0,0	1215.030029
elf011_30	395133,0,72418.5	0,0	1012.52002
elf011_31	383005,0,72376.898438	0,0	1413.170044
elf011_32	384575,0,72175	0,0	986.9760132
elf011_33	398505,0,64593.300781	0,0	1233.719971
elf011_34	399744,0,64100.199219	0,0	825.5949707
elf011_35	396581,0,65408.699219	0,0	1043.680054
elf011_36	403373,0,63150	0,0	1000
elf011_37	403825,0,61857.101563	0,0	1074.829956
elf011_38	404541,0,60673.199219	0,0	1012.52002
elf011_39	406535,0,56700.800781	0,0	1215.030029
elf011_40	407859,0,55314.398438	0,0	1230.599976
elf011_41	409401,0,50952.800781	0,0	1183.869995
elf011_46	408404,0,29007	0,0	1051.469971
elf011_47	408716,0,30694.5	0,0	1025.5
elf012_1	403731,0,98260.898438	0,0	1339.650024
elf012_2	404557,0,99865.398438	0,0	1121.560059
elf012_3	406675,0,96999.203125	0,0	1215.030029
elf012_4	407174,0,98650.398438	0,0	1230.599976
elf012_5	407676,0,99937.203125	0,0	1215.030029
elf017_7	353086,0,98959.101563	0,0	1324.069946
elf017_8	353302,0,100809	0,0	1215.030029
elf017_9	356439,0,99586.5	0,0	1105.98999
elf017_10	352380,0,97176.703125	0,0	1105.98999
elf017_11	351286,0,94877.601563	0,0	1289.800049
elf017_12	351118,0,93101.796875	0,0	1215.030029
elf017_13	354019,0,93045.296875	0,0	1064.449951
elf017_14	355498,0,93910.703125	0,0	1152.719971
elf017_15	358203,0,93251.296875	0,0	1183.869995
elf017_16	360783,0,90452.203125	0,0	1215.030029
elf017_17	358667,0,90478.203125	0,0	1028.099976
elf017_18	359797,0,89076.203125	0,0	1105.98999
elf017_19	360004,0,93541.703125	0,0	1105.98999
elf017_20	361796,0,94009	0,0	1084.180054
elf017_21	365425,0,92368.796875	0,0	1121.569946
elf017_22	367152,0,92974.5	0,0	1090.410034
elf017_23	364035,0,95060.898438	0,0	1144
elf017_24	365470,0,95801.101563	0,0	1233.719971
elf017_25	368925,0,92884.796875	0,0	1199.449951
elf017_26	372194,0,92204.703125	0,0	1199.449951
elf017_27	373154,0,91101.296875	0,0	1028.099976
elf017_28	376898,0,91989.398438	0,0	1666.77002
elf017_29	381400,0,96615.796875	0,0	1183.869995
elf017_30	378919,0,93574.398438	0,0	1246.180054
elf017_31	380076,0,95338.5	0,0	1355.22998
elf017_32	376867,0,96210.898438	0,0	1090.410034
elf017_33	378690,0,98609.796875	0,0	1105.98999
elf017_34	383774,0,100560	0,0	1435.599976
elf018_1	351647,0,86962.398438	0,0	1049.300049
elf018_2	353334,0,84723.203125	0,0	995.21698
elf018_3	352069,0,89720.898438	0,0	908.6760254
elf018_4	353507,0,90251	0,0	962.7639771
elf018_5	350587,0,82970.703125	0,0	1272.150024
elf018_6	349321,0,84740.5	0,0	1207.23999
elf018_7	353547,0,79025.203125	0,0	1215.030029
elf018_8	355729,0,81490.101563	0,0	1215.030029
elf018_9	358486,0,79979.101563	0,0	1215.030029
elf018_10	355099,0,78296.203125	0,0	1246.180054
elf018_11	355603,0,76240	0,0	1183.869995
elf018_12	356523,0,77549.101563	0,0	1105.98999
elf018_13	357115,0,80649	0,0	965.7930298
elf018_14	357590,0,76510.601563	0,0	1064.449951
elf018_15	363006,0,79997.203125	0,0	1495.420044
elf018_16	364932,0,80502.601563	0,0	1289.800049
elf018_17	366277,0,81417.898438	0,0	1196.339966
elf018_18	368440,0,84325.203125	0,0	1324.069946
elf018_19	369390,0,85555.796875	0,0	1152.719971
elf018_20	369172,0,82923.203125	0,0	1121.569946
elf018_21	376114,0,89258	0,0	1105.98999
elf018_22	376309,0,87440.601563	0,0	1028.099976
elf018_23	374959,0,87791.101563	0,0	1043.680054
elf018_24	370823,0,87689.898438	0,0	1012.52002
elf018_25	371908,0,88790.601563	0,0	1012.52002
elf018_26	352696,0,85913.101563	0,0	947.6190186
elf018_27	348661,0,82959.898438	0,0	973.5809937
elf018_28	361181,0,75991.5	0,0	1090.410034
elf018_29	361866,0,74667.5	0,0	1028.099976
elf018_30	358751,0,73888.601563	0,0	996.9470215
elf019_1	360316,0,62594.800781	0,0	1012.52002
elf019_2	360160,0,61270.800781	0,0	1207.23999
elf019_3	360034,0,56893.699219	0,0	1046.790039
elf019_4	359586,0,55697.300781	0,0	1028.099976
elf019_5	360745,0,51323.199219	0,0	1046.790039
elf019_6	361436,0,50295.101563	0,0	1289.800049
elf019_7	362707,0,49024	0,0	1140.26001
elf019_8	357623,0,52837.300781	0,0	1308.48999
elf019_9	357081,0,52557	0,0	1065.48999
elf019_10	354576,0,50818.5	0,0	1177.640015
elf019_11	353847,0,50538.101563	0,0	1028.099976
elf019_12	352763,0,49809.101563	0,0	1102.869995
elf019_13	352127,0,48407.199219	0,0	1196.339966
elf019_14	372806,0,40665	0,0	1215.030029
elf019_15	364192,0,43468.898438	0,0	1177.640015
elf019_16	351801,0,48160	0,0	1215.030029
elf019_17	373950,0,41248.199219	0,0	1199.449951
elf019_18	371908,0,41427.601563	0,0	1074.829956
elf019_19	373030,0,42504.300781	0,0	1074.829956
elf019_20	365560,0,45846.601563	0,0	1137.140015
elf019_21	365968,0,44679.398438	0,0	2449.5
elf019_22	367152,0,47303.800781	0,0	1749.640015
elf019_23	366883,0,44320.398438	0,0	1502.900024
elf019_24	371642,0,47677.398438	0,0	1738.430054
elf019_25	370744,0,48369.101563	0,0	1289.800049
elf019_26	372240,0,46873.699219	0,0	1233.719971
elf019_27	376165,0,44851.300781	0,0	2299.209961
elf019_28	376679,0,42810.699219	0,0	1308.48999
elf019_29	377894,0,44835.800781	0,0	1308.48999
elf019_30	375074,0,46017	0,0	1277.339966
elf019_31	375071,0,44433.398438	0,0	1207.23999
elf019_32	379511,0,40648.699219	0,0	1327.189941
elf019_33	380670,0,41527.5	0,0	1158.949951
elf019_34	384265,0,44337.300781	0,0	1417.530029
elf019_35	385635,0,45531.398438	0,0	1390.73999
elf019_36	383728,0,46810	0,0	1547.76001
elf019_37	390368,0,49569.101563	0,0	2512.310059
elf019_38	388573,0,49367.199219	0,0	1390.73999
elf019_39	391041,0,48245.601563	0,0	1301.02002
elf019_40	385747,0,46899.699219	0,0	1413.170044
elf020_1	345790,0,44629.199219	0,0	1615.050049
elf020_2	345942,0,43172.898438	0,0	1507.380005
elf020_3	345107,0,46160.699219	0,0	1561.219971
elf020_4	343600,0,43899.699219	0,0	1534.300049
elf020_5	334717,0,44438	0,0	3014.77002
elf020_6	337544,0,46133.800781	0,0	1507.380005
elf020_7	337571,0,44330.300781	0,0	1507.380005
elf020_8	333587,0,45380.101563	0,0	1534.300049
elf020_9	331676,0,43495.898438	0,0	1588.140015
elf020_10	327073,0,43684.300781	0,0	1507.380005
elf020_11	328257,0,42176.898438	0,0	1345.880005
elf020_12	327234,0,38300.800781	0,0	1426.630005
elf020_13	326750,0,36793.398438	0,0	1318.959961
elf020_14	325942,0,34155.5	0,0	1399.709961
elf020_15	353501,0,41708.398438	0,0	1199.449951
elf020_16	354155,0,42033	0,0	1199.449951
elf020_17	355308,0,41160.699219	0,0	1183.869995
elf020_18	360215,0,40631.101563	0,0	1121.569946
elf020_19	360994,0,41378.800781	0,0	1121.569946
elf020_20	367368,0,39565.898438	0,0	1502.900024
elf020_21	368445,0,37574	0,0	1507.380005
elf020_22	370302,0,37277.898438	0,0	2099.570068
elf020_23	372644,0,35447.5	0,0	2718.679932
elf020_24	372160,0,34963	0,0	1534.300049
elf020_25	377274,0,30790.800781	0,0	1238.209961
elf020_26	378055,0,33213.398438	0,0	2207.23999
elf020_27	375901,0,34424.699219	0,0	1991.900024
elf020_28	379912,0,37412.5	0,0	1345.880005
elf020_29	383007,0,41154.101563	0,0	1722.72998
elf020_30	388310,0,41988.5	0,0	2045.73999
elf021_1	372359,0,28384.5	0,0	1162.839966
elf021_2	372596,0,26835.900391	0,0	841.1740112
elf021_3	372729,0,25799.099609	0,0	729.0180054
elf021_4	372708,0,22975.699219	0,0	803.7890015
elf021_5	372521,0,21863.699219	0,0	729.0180054
elf021_6	372405,0,20887.900391	0,0	766.4030151
elf021_7	371568,0,18611.099609	0,0	841.1740112
elf021_8	371474,0,17863.400391	0,0	700
elf021_9	370353,0,15882	0,0	841.1740112
elf021_10	369624,0,14966	0,0	841.1740112
elf021_11	369717,0,14554.799805	0,0	953.3309937
elf021_12	366960,0,11376.900391	0,0	947.6190186
elf021_13	366243,0,12373.799805	0,0	921.6569824
elf021_14	367490,0,12841.099609	0,0	973.5809937
elf021_15	368082,0,11719.599609	0,0	869.7329712
elf021_16	321334,0,27951.099609	0,0	1230.609985
elf021_17	320041,0,27172.300781	0,0	996.9470215
elf021_18	317533,0,24975.900391	0,0	1168.300049
elf021_19	318156,0,23620.599609	0,0	1028.099976
elf021_20	317362,0,22701.599609	0,0	996.9470215
elf021_21	315773,0,22405.599609	0,0	1043.680054
elf021_22	311178,0,20941.300781	0,0	1059.26001
elf021_23	310165,0,19757.5	0,0	1028.099976
elf021_24	311069,0,19539.400391	0,0	1012.52002
elf021_25	312471,0,20661	0,0	1028.099976
elf021_26	311416,0,15642.400391	0,0	1505.810059
elf021_27	310456,0,17070.300781	0,0	1025.51001
elf021_28	311702,0,16161.599609	0,0	947.6190186
elf021_29	311637,0,17005.400391	0,0	687.9970093
elf022_1	321864,0,13971.700195	0,0	1301.02002
elf022_2	319957,0,13994.099609	0,0	1188.859985
elf022_3	316817,0,11436.900391	0,0	942.1149902
elf022_4	308607,0,11257.5	0,0	2018.819946
elf022_5	309807,0,12068.700195	0,0	1278.589966
elf022_6	308809,0,9911.610352	0,0	1256.150024
elf022_7	311059,0,11264.900391	0,0	1368.310059
elf022_8	312536,0,6965.540039	0,0	1390.73999
elf022_9	313452,0,8318.980469	0,0	1458.040039
elf022_10	313766,0,6614.209961	0,0	1256.150024
elf022_11	314835,0,7675.859863	0,0	1188.859985
elf022_12	314058,0,1163.390015	0,0	2467.449951
elf022_13	315359,0,2329.820068	0,0	1525.329956
elf022_14	313587,0,2711.159912	0,0	1301.02002
elf022_16	316077,0,580.179993	0,0	1144
elf022_18	365807,0,3877.580078	0,0	2803.909912
elf022_19	367242,0,5044.009766	0,0	1502.900024
elf022_20	366614,0,2957.899902	0,0	1547.76001
elf022_22	371437,0,333.436005	0,0	1592.619995
elf023_1	345430,0,3281.02002	0,0	2476.419922
elf023_2	347315,0,1639.050049	0,0	1211.290039
elf023_3	339966,0,6134.279785	0,0	2126.48999
elf023_4	341877,0,3604.030029	0,0	1911.150024
elf023_5	339105,0,2661.919922	0,0	1803.47998
elf023_6	341258,0,1127.609985	0,0	1534.300049
le007_1	381008,0,93307.203125	0,0	1168.300049
le008_1	385418,0,45696	0,0	1199.449951
leb003_1	365860,0,44182.398438	0,0	1620.040039
elf017_35	383475,0,102878	0,0	1183.869995
elf012_10	408061,0,103197	0,0	1323.439941
elf012_11	404898,0,103511	0,0	1233.719971
elf012_12	405264,0,104648	0,0	1215.030029
elf012_13	408947,0,104237	0,0	1215.030029
elf012_14	406423,0,106629	0,0	1514.109985
elf012_17	409249,0,110173	0,0	1099.130005
elf012_18	409092,0,113426	0,0	1256.150024
elf012_19	406558,0,114615	0,0	1121.560059
elf013_38	408180,0,124051	0,0	1311.089966
elf013_40	409466,0,122325	0,0	1116.369995
elf013_42	408258,0,119560	0,0	1207.23999
elf013_43	407739,0,121014	0,0	999.539978
elf016_1	378222,0,128936	0,0	1009.409973
elf016_2	378466,0,127683	0,0	990.71698
elf016_3	380914,0,128450	0,0	972.0239868
elf016_4	386507,0,122155	0,0	3004
elf016_5	386862,0,119312	0,0	2034.969971
elf016_6	383987,0,120636	0,0	2002.670044
elf016_7	385531,0,125347	0,0	1905.76001
elf016_8	385538,0,116373	0,0	1679.660034
elf016_9	384178,0,118255	0,0	1121.569946
elf016_10	379490,0,119444	0,0	1502.900024
elf016_11	380567,0,117851	0,0	1233.719971
elf016_12	377337,0,119533	0,0	1301.02002
elf016_13	376708,0,117649	0,0	1301.02002
elf016_14	370540,0,120543	0,0	2512.310059
elf016_15	372693,0,117828	0,0	1547.76001
elf016_16	373725,0,121036	0,0	1301.02002
elf016_17	373972,0,119488	0,0	1246.180054
elf016_18	369811,0,122147	0,0	1215.030029
elf016_19	366680,0,124780	0,0	1495.420044
elf016_20	365652,0,126992	0,0	1511
elf016_21	368611,0,126010	0,0	1261.76001
elf016_22	364919,0,128830	0,0	1215.030029
elf016_23	363227,0,127407	0,0	1246.180054
elf016_24	364468,0,125356	0,0	1526.579956
elf016_25	364707,0,113768	0,0	2489.879883
elf016_26	367130,0,117873	0,0	1502.900024
elf016_27	364887,0,118345	0,0	1435.599976
elf016_28	366143,0,120341	0,0	1439.339966
elf016_29	367624,0,111907	0,0	1514.109985
elf016_30	362083,0,112579	0,0	1514.109985
elf016_31	358472,0,116079	0,0	1458.040039
elf016_32	359436,0,117223	0,0	1301.02002
elf016_33	387195,0,113215	0,0	1271.109985
elf016_34	388204,0,111477	0,0	1271.109985
elf016_35	387345,0,109626	0,0	1215.030029
elf016_36	361500,0,120543	0,0	1301.02002
elf016_37	362936,0,121866	0,0	1166.430054
elf017_1	358090,0,111495	0,0	1252.420044
elf017_2	357645,0,109779	0,0	1426.630005
elf017_3	356258,0,105246	0,0	1300
elf017_4	357520,0,105853	0,0	1105.98999
elf017_5	356227,0,103454	0,0	1199.449951
elf017_6	357538,0,104368	0,0	1084.180054
elf017_36	385868,0,104242	0,0	1121.569946
elf017_37	382466,0,109533	0,0	1729.079956
elf017_38	384260,0,107831	0,0	1199.449951
elf017_39	382353,0,107121	0,0	1199.449951
elf017_40	380503,0,108056	0,0	1199.449951
le006_1	364752,0,112647	0,0	1216.969971
mcr002_1	403432,0,165754	0,0	1831.890015
mcr002_3	378901,0,137547	0,0	2248.149902
mgu002_1	409500,0,168714	0,0	1500
mgu002_4	378159,0,139875	0,0	1500
mgu002_5	379132,0,139893	0,0	1500
mgu002_6	378694,0,140821	0,0	1500
sc002_01	348198,0,259144	0,0	710.6240234
sc002_02	349425,0,259208	0,0	710.6240234
sc002_03	348908,0,258433	0,0	839.8289795
sc002_04	348922,0,257358	0,0	872.3289795
sc002_05	348797,0,253557	0,0	1028.099976
sc002_06	347301,0,253526	0,0	872.3289795
sc002_07	350479,0,253620	0,0	903.4840088
sc002_08	348766,0,248728	0,0	1557.72998
sc002_09	348859,0,250348	0,0	1059.26001
sc002_10	346741,0,249009	0,0	1215.030029
sc002_11	350884,0,249040	0,0	1215.030029
sc002_12	347862,0,247700	0,0	1028.099976
sc002_13	349981,0,247638	0,0	934.6380005
sc002_14	348875,0,237787	0,0	1722.719971
sc002_15	347099,0,239832	0,0	1507.380005
sc002_16	349898,0,240155	0,0	1507.380005
sc002_17	351460,0,237894	0,0	1561.219971
sc002_18	347422,0,235579	0,0	1507.380005
sc002_19	350060,0,235472	0,0	1507.380005
sc002_20	346184,0,237464	0,0	1507.380005
sc002_21	348875,0,243170	0,0	807.5269775
sc002_22	348822,0,245727	0,0	699.8569946
sc002_23	357112,0,237652	0,0	807.5269775
sc002_24	356089,0,236791	0,0	861.3629761
sc002_25	356305,0,238890	0,0	861.3629761
sc002_26	340800,0,237867	0,0	807.5269775
sc002_27	341769,0,238836	0,0	807.5269775
sc002_28	341715,0,237006	0,0	807.5269775
sc002_29	348768,0,230707	0,0	861.3629761
sc002_30	347584,0,231353	0,0	861.3629761
sc002_31	350060,0,231353	0,0	807.5269775
b1411_4	309520,0,395306	0,0	1300
b1411_5	315711,0,382090	0,0	1500
b1501_1	335188,0,377920	0,0	2500
b1502_1	318833,0,387258	0,0	2200
b1503_1	322805,0,407951	0,0	2500
b1505_1	349842,0,370380	0,0	2500
b1505_2	368953,0,371026	0,0	2500
b1506_1	348826,0,378346	0,0	2000
b1507_1	343510,0,390540	0,0	2000
b1508_1	357174,0,393771	0,0	2500
b1508_2	361276,0,391930	0,0	2500
b1508_3	364571,0,394417	0,0	2500
b1501_2	338752,0,376168	0,0	2018.819946
b1501_3	341929,0,375468	0,0	1803.47998
b1501_4	334740,0,375497	0,0	2476.419922
b1502_2	320179,0,390232	0,0	2041.25
b1502_3	322490,0,388124	0,0	2018.819946
b1501_5	326537,0,383083	0,0	2002.670044
b1501_6	329331,0,386310	0,0	1808.859985
b1505_3	354149,0,369357	0,0	2530.25
b1505_4	355627,0,372139	0,0	2000
b1505_5	367527,0,374821	0,0	2503.330078
b1505_6	370191,0,378267	0,0	2503.330078
b1505_7	372076,0,380151	0,0	1803.47998
b1505_8	371080,0,382197	0,0	1830.390015
b1505_9	368361,0,381981	0,0	1803.47998
b1505_10	366800,0,379047	0,0	1803.47998
b1505_11	365269,0,381742	0,0	2000
b1505_12	365777,0,365965	0,0	2072.649902
b1506_2	353156,0,384133	0,0	2045.72998
b1506_3	355960,0,386219	0,0	1561.219971
b1506_4	353806,0,387005	0,0	2000
b1506_5	357298,0,379451	0,0	2072.649902
b1506_6	359317,0,376140	0,0	2072.649902
b1506_7	361066,0,379451	0,0	2018.819946
b1508_4	360920,0,395935	0,0	2519.47998
b1508_5	369351,0,389313	0,0	2002.670044
b1508_9	372110,0,397962	0,0	1550.449951
b1508_10	373938,0,400392	0,0	1550.449951
b1508_11	370914,0,400654	0,0	1518.150024
b1508_12	352005,0,401232	0,0	2551.780029
b1508_13	351004,0,405270	0,0	2519.47998
b1508_14	354912,0,403622	0,0	2551.780029
b1509_5	364603,0,408371	0,0	2519.47998
b1503_2	325389,0,405464	0,0	2002.670044
b1503_4	319607,0,407176	0,0	1518.150024
b1507_2	343349,0,398874	0,0	2034.969971
b1507_3	343349,0,394578	0,0	2002.670044
b1507_4	319532,0,396705	0,0	2045.72998
b1507_5	320474,0,399504	0,0	1534.300049
b1507_6	326827,0,397378	0,0	2584.080078
b1507_7	328603,0,399827	0,0	2018.819946
b1507_8	335844,0,405534	0,0	2045.72998
b1507_9	340545,0,396788	0,0	2558.23999
b1507_10	335241,0,402976	0,0	1582.75
b1411_13	310021,0,406227	0,0	996.9459839
b1504_13	314632,0,407270	0,0	1012.52002
b1506_8	350599,0,385883	0,0	1996.390015
b1501_7	329416,0,383344	0,0	2224.439941
e160_1	328063,0,383020	0,0	1009.409973
e161_1	353452,0,385753	0,0	1076.699951
e162_1	371594,0,379176	0,0	1009.409973
e163_1	372372,0,399738	0,0	1009.409973
b1501_8	341366,0,384542	0,0	2045.73999
b1507_11	331263,0,396785	0,0	2489.879883
b1505_13	352449,0,372915	0,0	2054.350098
b1503_3	327215,0,409699	0,0	2519.47998
b1411_2	307882,0,415283	0,0	1200
b1414_1	314168,0,427336	0,0	1500
b1504_1	322439,0,420150	0,0	2500
b1504_2	333884,0,413959	0,0	2500
b1509_1	348097,0,414120	0,0	2500
b1509_2	351295,0,411956	0,0	2500
b1510_1	348969,0,426976	0,0	2500
b1414_2	316354,0,429847	0,0	2018.819946
b1414_3	313260,0,431509	0,0	2072.649902
b1414_4	313284,0,429103	0,0	2000
b1504_3	323570,0,416947	0,0	2503.330078
b1504_4	319999,0,416385	0,0	1318.959961
b1504_5	317996,0,416030	0,0	1049.780029
b1504_6	331416,0,429127	0,0	2018.819946
b1504_7	334601,0,429620	0,0	2018.819946
b1504_8	328141,0,425112	0,0	1996.380005
b1510_2	348069,0,429235	0,0	2034.969971
b1504_9	331817,0,417383	0,0	2519.47998
b1504_10	339892,0,421356	0,0	2551.780029
b1504_11	343607,0,420387	0,0	2551.780029
b1510_3	356851,0,432403	0,0	1647.349976
b1510_4	359144,0,430723	0,0	1518.150024
b1509_3	352135,0,415800	0,0	2519.47998
b1510_5	359887,0,428236	0,0	1518.150024
b1510_6	354428,0,423262	0,0	2228.77002
b1510_7	357916,0,423488	0,0	1970.359985
b1509_4	360533,0,410147	0,0	2519.47998
b1509_7	369319,0,416414	0,0	2551.780029
b1411_12	310079,0,411665	0,0	1324.339966
b1504_12	342573,0,424160	0,0	2018.819946
b1510_8	340355,0,431754	0,0	2093.110107
b1510_9	344076,0,431405	0,0	2093.110107
b1510_10	342487,0,434351	0,0	2093.110107
e156_1	314540,0,429585	0,0	1009.409973
e164_1	350620,0,413834	0,0	1130.540039
e165_1	342319,0,432536	0,0	1065.939941
elf006_32	454429,0,-2182.149902	0,0	2579.600098
elf006_35	451670,0,-3936.169922	0,0	2045.72998
elf006_36	451939,0,-1002.159973	0,0	1884.22998
elf006_37	449113,0,-4151.509766	0,0	1857.310059
