tid	Description	Upper_Body	Lower_Body	Weapon	Shield	Head	Ring	Necklace	Shoes	Gloves	Refined	Gacha	Type	PointType	Item_Level_Min	Item_Level_Max	Level_limit	Rank_Min	Rank_Max	Probability	Skill_level	Skill_id	ATK_Range_bonus	ATK_Speed_bonus	Movement_Run_bonus	PhysicalDamage	PhysicalAttackResist	SkillBlockRate	MagicDamage	WaterDamage	FireDamage	EarthDamage	AirDamage	PoisonDamage	IceDamage	LinghtningDamage	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Hp_Bonus_Point	Mp_Bonus_Point	Hp_Bonus_Percent	Mp_Bonus_Percent	Str_Bonus_Point	Dex_Bonus_Point	Int_Bonus_Point	Con_Bonus_Point	Wis_Bonus_Point	PhysicalRank	skill_type	duration	skill_rate	Critical	stun_time	damage_convert_hp	regen_hp	regen_mp	dot_damage_time	skill_cast	skill_delay	skill_levelup	bonus_exp	bonus_money	bonus_drop_rate	evade_rate	dodge_rate	visible	Level_min	Level_max	Link_id	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point	Ignore_Physical_Defense_Rate	Ignore_Attribute_Defense_Rate	Critical_Defense_Rate	ReinforcementRate	Ignore_PhysicalAttackResist	Ignore_BlockRate	Ignore_SkillBlockRate	Ignore_EvadeRate	Ignore_DodgeRate	Ignore_CriticalDefenseRate	Ignore_StunDefenseRate	Add_Debuff_Duration
8094	Ignores All Elemental Resistances with 4% chance during Attack												203	1																																																																						¡Û	31	40	159					4										
8095	Ignores All Elemental Resistances with 5% chance during Attack												203	1																																																																						¡Û	41	50	159					5										
8096	Ignores All Elemental Resistances with 6% chance during Attack												203	1																																																																						¡Û	51	60	159					6										
8097	Ignores All Elemental Resistances with 7% chance during Attack												203	1																																																																						¡Û	61	70	159					7										
8098	Ignores All Elemental Resistances with 8% chance during Attack												203	1																																																																						¡Û	71	80	159					8										
8099	Ignores All Elemental Resistances with 9% chance during Attack												203	1																																																																						¡Û	81	90	159					9										
8100	Ignores All Elemental Resistances with 10% chance during Attack												203	1																																																																						¡Û	91	100	159					10										
8101	Ignores All Elemental Resistances with 11% chance during Attack												203	1																																																																						¡Û	101	110	159					11										
8102	Ignores All Elemental Resistances with 12% chance during Attack												203	1																																																																						¡Û	111	120	159					12										
8103	Ignores All Elemental Resistances with 13% chance during Attack												203	1																																																																						¡Û	1	10	160					13										
8104	Ignores All Elemental Resistances with 14% chance during Attack												203	1																																																																						¡Û	11	20	160					14										
8105	Ignores All Elemental Resistances with 15% chance during Attack												203	1																																																																						¡Û	21	30	160					15										
8106	Ignores All Elemental Resistances with 16% chance during Attack												203	1																																																																						¡Û	31	40	160					16										
8107	Ignores All Elemental Resistances with 17% chance during Attack												203	1																																																																						¡Û	41	50	160					17										
8108	Ignores All Elemental Resistances with 18% chance during Attack												203	1																																																																						¡Û	51	60	160					18										
8109	Ignores All Elemental Resistances with 19% chance during Attack												203	1																																																																						¡Û	61	70	160					19										
8110	Ignores All Elemental Resistances with 20% chance during Attack												203	1																																																																						¡Û	71	80	160					20										
8111	Ignores All Elemental Resistances with 21% chance during Attack												203	1																																																																						¡Û	81	90	160					21										
8112	Ignores All Elemental Resistances with 22% chance during Attack												203	1																																																																						¡Û	91	100	160					22										
8113	Ignores All Elemental Resistances with 23% chance during Attack												203	1																																																																						¡Û	101	110	160					23										
8114	Ignores All Elemental Resistances with 24% chance during Attack												203	1																																																																						¡Û	111	120	160					24										
8115	Ignores All Elemental Resistances with 25% chance during Attack												203	1																																																																						¡Û	61	70	161					25										
8116	Ignores All Elemental Resistances with 26% chance during Attack												203	1																																																																						¡Û	71	80	161					26										
8117	Ignores All Elemental Resistances with 27% chance during Attack												203	1																																																																						¡Û	81	90	161					27										
8118	Ignores All Elemental Resistances with 28% chance during Attack												203	1																																																																						¡Û	91	100	161					28										
8119	Ignores All Elemental Resistances with 29% chance during Attack												203	1																																																																						¡Û	101	110	161					29										
8120	Ignores All Elemental Resistances with 30% chance during Attack												203	1																																																																						¡Û	111	120	161					30										
8121	Critical Hit Resistance +1%												204	1																																																																						¡Û	1	10	162						1									
8122	Critical Hit Resistance +2%												204	1																																																																						¡Û	11	20	162						2									
8123	Critical Hit Resistance +3%												204	1																																																																						¡Û	21	30	162						3									
8124	Critical Hit Resistance +4%												204	1																																																																						¡Û	31	40	162						4									
8125	Critical Hit Resistance +5%												204	1																																																																						¡Û	41	50	162						5									
8126	Critical Hit Resistance +6%												204	1																																																																						¡Û	51	60	162						6									
8127	Critical Hit Resistance +7%												204	1																																																																						¡Û	61	70	162						7									
8128	Critical Hit Resistance +8%												204	1																																																																						¡Û	71	80	162						8									
8129	Critical Hit Resistance +9%												204	1																																																																						¡Û	81	90	162						9									
8130	Critical Hit Resistance +10%												204	1																																																																						¡Û	91	100	162						10									
8131	Critical Hit Resistance +11%												204	1																																																																						¡Û	101	110	162						11									
8132	Critical Hit Resistance +12%												204	1																																																																						¡Û	111	120	162						12									
8133	Critical Hit Resistance +13%												204	1																																																																						¡Û	1	10	163						13									
8134	Critical Hit Resistance +14%												204	1																																																																						¡Û	11	20	163						14									
8135	Critical Hit Resistance +15%												204	1																																																																						¡Û	21	30	163						15									
8136	Critical Hit Resistance +16%												204	1																																																																						¡Û	31	40	163						16									
8137	Critical Hit Resistance +17%												204	1																																																																						¡Û	41	50	163						17									
8138	Critical Hit Resistance +18%												204	1																																																																						¡Û	51	60	163						18									
8139	Critical Hit Resistance +19%												204	1																																																																						¡Û	61	70	163						19									
8140	Critical Hit Resistance +20%												204	1																																																																						¡Û	71	80	163						20									
8141	Critical Hit Resistance +21%												204	1																																																																						¡Û	81	90	163						21									
8142	Critical Hit Resistance +22%												204	1																																																																						¡Û	91	100	163						22									
8143	Critical Hit Resistance +23%												204	1																																																																						¡Û	101	110	163						23									
8144	Critical Hit Resistance +24%												204	1																																																																						¡Û	111	120	163						24									
8145	Critical Hit Resistance +25%												204	1																																																																						¡Û	61	70	164						25									
8146	Critical Hit Resistance +26%												204	1																																																																						¡Û	71	80	164						26									
8147	Critical Hit Resistance +27%												204	1																																																																						¡Û	81	90	164						27									
8148	Critical Hit Resistance +28%												204	1																																																																						¡Û	91	100	164						28									
8149	Critical Hit Resistance +29%												204	1																																																																						¡Û	101	110	164						29									
8150	Critical Hit Resistance +30%												204	1																																																																						¡Û	111	120	164						30									
8151	Damage +24												1													24																																																										¡Û	101	110	1															
8152	Damage +26												1													26																																																										¡Û	111	120	1															
8153	Resistance +12%												2														12																																																									¡Û	101	110	2															
8154	Resistance +13%												2														13																																																									¡Û	111	120	2															
8155	Skill Block +12%												3															12																																																								¡Û	101	110	3															
8156	Skill Block +13%												3															13																																																								¡Û	111	120	3															
8157	Max. HP +110												4																																												110																											¡Û	101	110	4															
8158	Max. HP +120												4																																												120																											¡Û	111	120	4															
8159	Max. Mana +110												5																																													110																										¡Û	101	110	5															
8160	Max. Mana +120												5																																													120																										¡Û	111	120	5															
8161	Max. HP +14%												6	1																																													14																									¡Û	101	110	6															
8162	Max. HP +15%												6	1																																													15																									¡Û	111	120	6															
8163	Max. Mana +14%												7	1																																														14																								¡Û	101	110	7															
8164	Max. Mana +15%												7	1																																														15																								¡Û	111	120	7															
8165	Movement Speed +11%												8	1											11																																																											¡Û	101	110	8															
8166	Movement Speed +12%												8	1											12																																																											¡Û	111	120	8															
8167	Attack Speed +11%												9	1										11																																																												¡Û	101	110	9															
8168	Attack Speed +12%												9	1										12																																																												¡Û	111	120	9															
8169	Defense +24												15																																24																																							¡Û	101	110	15															
8170	Defense +26												15																																26																																							¡Û	111	120	15															
8171	Attack Rating +24												16																																	24																																						¡Û	101	110	16															
8172	Attack Rating +26												16																																	26																																						¡Û	111	120	16															
8173	Block +12%												17																																			12																																				¡Û	101	110	17															
8174	Block +13%												17																																			13																																				¡Û	111	120	17															
8175	All Stats +15												19																																																15	15	15	15	15																			¡Û	101	110	19															
8176	All Stats +16												19																																																16	16	16	16	16																			¡Û	111	120	19															
8177	All Elemental Resistances +12%												20																																				12	12	12	12	12																															¡Û	101	110	20															
8178	All Elemental Resistances +13%												20																																				13	13	13	13	13																															¡Û	111	120	20															
8179	All Elemental Attacks +12												21																12	12	12	12	12																																																			¡Û	101	110	21															
8180	All Elemental Attacks +13												21																13	13	13	13	13																																																			¡Û	111	120	21															
8181	11% chance on hit to deal target 210% damage												22																																																						1		11	210														¡Û	101	110	22															
8182	12% chance on hit to deal target 220% damage												22																																																						1		12	220														¡Û	111	120	22															
8183	11% chance on hit to stun your target for 1 sec.												23																																																						2		11		1000													¡Û	101	110	23															
8184	12% chance on hit to stun your target for 1 sec.												23																																																						2		12		1000													¡Û	111	120	23															
8185	24% chance when hit to convert 30% of damage taken into restored health.												24																																																						3		24			30												¡Û	101	110	24															
8186	26% chance when hit to convert 32% of damage taken into restored health.												24																																																						3		26			32												¡Û	111	120	24															
8187	HP Recovery +120 every 10 sec												25																																																						4						120											¡Û	101	110	25															
8188	HP Recovery +130 every 10 sec												25																																																						4						130											¡Û	111	120	25															
8189	Bonus XP +14%												27																																																																		14					¡Û	101	110	27															
8190	Bonus XP +16%												27																																																																		16					¡Û	111	120	27															
8191	Bonus Gold +24%												28																																																																			24				¡Û	101	110	28															
8192	Bonus Gold +26%												28																																																																			26				¡Û	111	120	28															
8193	Bonus drop rate +22%												29																																																																				22			¡Û	101	110	29															
8194	Bonus drop rate +24%												29																																																																				24			¡Û	111	120	29															
8195	Reduces skill cast time by 14%												30																																																															14								¡Û	101	110	30															
8196	Reduces skill cast time by 15%												30																																																															15								¡Û	111	120	30															
8197	Reduces skill cooldown time by 14%												31																																																																14							¡Û	101	110	31															
8198	Reduces skill cooldown time by 15%												31																																																																15							¡Û	111	120	31															
8199	Ice Damage +35												32																						35																																																	¡Û	101	110	32															
8200	Ice Damage +38												32																						38																																																	¡Û	111	120	32															
8201	Dodge +14%												42																																																						6															14	14	¡Û	101	110	42															
8202	Dodge +15%												42																																																						6															15	15	¡Û	111	120	42															
8203	14% chance of inflicting 140 physical damage a second for 6 seconds												33													140																																									5	6000	14						6000									¡Û	101	110	33															
8204	16% chance of inflicting 150 physical damage a second for 6 seconds												33													150																																									5	6000	16						6000									¡Û	111	120	33															
8205	14% chance of inflicting 140 arcane damage a second for 6 seconds												34																140																																						5	6000	14						6000									¡Û	101	110	34															
8206	16% chance of inflicting 150 arcane damage a second for 6 seconds												34																150																																						5	6000	16						6000									¡Û	111	120	34															
8207	14% chance of inflicting 140 water damage a second for 6 seconds												35																	140																																					5	6000	14						6000									¡Û	101	110	35															
8208	16% chance of inflicting 150 water damage a second for 6 seconds												35																	150																																					5	6000	16						6000									¡Û	111	120	35															
8209	14% chance of inflicting 140 fire damage a second for 6 seconds												36																		140																																				5	6000	14						6000									¡Û	101	110	36															
8210	16% chance of inflicting 150 fire damage a second for 6 seconds												36																		150																																				5	6000	16						6000									¡Û	111	120	36															
8211	14% chance of inflicting 140 earth damage a second for 6 seconds												37																			140																																			5	6000	14						6000									¡Û	101	110	37															
8212	16% chance of inflicting 150 earth damage a second for 6 seconds												37																			150																																			5	6000	16						6000									¡Û	111	120	37															
8213	14% chance of inflicting 140 air damage a second for 6 seconds												38																				140																																		5	6000	14						6000									¡Û	101	110	38															
8214	16% chance of inflicting 150 air damage a second for 6 seconds												38																				150																																		5	6000	16						6000									¡Û	111	120	38															
8215	14% chance of inflicting 140 poison damage a second for 6 seconds												39																					140																																	5	6000	14						6000									¡Û	101	110	39															
8216	16% chance of inflicting 150 poison damage a second for 6 seconds												39																					150																																	5	6000	16						6000									¡Û	111	120	39															
8217	14% chance of inflicting 140 ice damage a second for 6 seconds												40																						140																																5	6000	14						6000									¡Û	101	110	40															
8218	16% chance of inflicting 150 ice damage a second for 6 seconds												40																						150																																5	6000	16						6000									¡Û	111	120	40															
8219	14% chance of inflicting 140 lightning damage a second for 6 seconds												41																							140																															5	6000	14						6000									¡Û	101	110	41															
8220	16% chance of inflicting 150 lightning damage a second for 6 seconds												41																							150																															5	6000	16						6000									¡Û	111	120	41															
8221	Lightning Damage +35												43																							35																																																¡Û	101	110	43															
8222	Lightning Damage +38												43																							38																																																¡Û	111	120	43															
8223	Poison Damage +35												44																					35																																																		¡Û	101	110	44															
8224	Poison Damage +38												44																					38																																																		¡Û	111	120	44															
8225	Ice Resistance +12%												45																																										12																													¡Û	101	110	45															
8226	Ice Resistance +13%												45																																										13																													¡Û	111	120	45															
8227	Fire Damage +35												48																		35																																																					¡Û	101	110	48															
8228	Fire Damage +38												48																		38																																																					¡Û	111	120	48															
8229	Earth Damage +35												49																			35																																																				¡Û	101	110	49															
8230	Earth Damage +38												49																			38																																																				¡Û	111	120	49															
8231	Water Damage +35												50																	35																																																						¡Û	101	110	50															
8232	Water Damage +38												50																	38																																																						¡Û	111	120	50															
8233	Damage +8						O						1				1	1	4							8																																																										¡Û	111	120	101															
8234	Damage +12						O						1				1	1	4							12																																																										¡Û	111	120	102															
8235	Damage +16						O						1				1	1	4							16																																																										¡Û	111	120	103															
8236	Defense +8						O						104				1	1	4																										8																																							¡Û	111	120	104															
8237	Defense +12						O						105				1	1	4																										12																																							¡Û	111	120	105															
8238	Defense +16						O						106				1	1	4																										16																																							¡Û	111	120	106															
8239	All Elemental Attacks +6						O						107				1	1	4										6	6	6	6	6																																																			¡Û	111	120	107															
8240	All Elemental Attacks +10						O						108				1	1	4										10	10	10	10	10																																																			¡Û	111	120	108															
8241	All Elemental Attacks +14						O						109				1	1	4										14	14	14	14	14																																																			¡Û	111	120	109															
8242	All Stats +6						O						110				1	1	4																																										6	6	6	6	6																			¡Û	101	110	110															
8243	All Stats +7						O						110				1	1	4																																										7	7	7	7	7																			¡Û	111	120	110															
8244	All Stats +9						O						111				1	1	4																																										9	9	9	9	9																			¡Û	101	110	111															
8245	All Stats +10						O						111				1	1	4																																										10	10	10	10	10																			¡Û	111	120	111															
8246	All Stats +12						O						112				1	1	4																																										12	12	12	12	12																			¡Û	101	110	112															
8247	All Stats +13						O						112				1	1	4																																										13	13	13	13	13																			¡Û	111	120	112															
8248	Strength +11							O					113				1	1	4																																										11																							¡Û	101	110	113															
8249	Strength +12							O					113				1	1	4																																										12																							¡Û	111	120	113															
8250	Strength +14							O					114				1	1	4																																										14																							¡Û	101	110	114															
8251	Strength +15							O					114				1	1	4																																										15																							¡Û	111	120	114															
8252	Strength +17							O					115				1	1	4																																										17																							¡Û	101	110	115															
8253	Strength +18							O					115				1	1	4																																										18																							¡Û	111	120	115															
8254	Ice Resistance +13%							O					116				1	1	4																																				13																													¡Û	101	110	116															
8255	Ice Resistance +16%							O					116				1	1	4																																				16																													¡Û	111	120	116															
8256	Lightning Resistance +13%							O					117				1	1	4																																					13																												¡Û	101	110	117															
8257	Lightning Resistance +16%							O					117				1	1	4																																					16																												¡Û	111	120	117															
8258	Poison Resistance +13%							O					118				1	1	4																																			13																														¡Û	101	110	118															
8259	Poison Resistance +16%							O					118				1	1	4																																			16																														¡Û	111	120	118															
8260	Intelligence +10							O					119				1	1	4																																												10																					¡Û	101	110	119															
8261	Intelligence +11							O					119				1	1	4																																												11																					¡Û	111	120	119															
8262	Intelligence +13							O					120				1	1	4																																												13																					¡Û	101	110	120															
8263	Intelligence +14							O					120				1	1	4																																												14																					¡Û	111	120	120															
8264	Intelligence +16							O					121				1	1	4																																												16																					¡Û	101	110	121															
8265	Intelligence +17							O					121				1	1	4																																												17																					¡Û	111	120	121															
8266	Attack Rating +8							O					122				1	1	4																											8																																						¡Û	111	120	122															
8267	Attack Rating +12							O					123				1	1	4																											12																																						¡Û	111	120	123															
8268	Attack Rating +16							O					124				1	1	4																											16																																						¡Û	111	120	124															
8269	Magic Damage +35												51																35																																																							¡Û	101	110	51															
8270	Magic Damage +38												51																38																																																							¡Û	111	120	51															
8271	Fire / Water / Earth Damage +23												54																	23	23	23																																																				¡Û	101	110	54															
8272	Fire / Water / Earth Damage +25												54																	25	25	25																																																				¡Û	111	120	54															
8273	8% chance on hit to strike your target for 180% damage.												22																																																						1		8	180														¡Û	101	110	221															
8274	9% chance on hit to strike your target for 190% damage.												22																																																						1		9	190														¡Û	111	120	221															
8275	Reduces skill cast time by 11%												30																																																															11								¡Û	101	110	301															
8276	Reduces skill cast time by 12%												30																																																															12								¡Û	111	120	301															
8277	11% chance when hit to convert 21% of damage taken into restored health.												24																																																						3		11			21												¡Û	101	110	241															
8278	12% chance when hit to convert 22% of damage taken into restored health.												24																																																						3		12			22												¡Û	111	120	241															
8279	8% chance on hit to stun your target for 3 sec.												23																																																						2		8		3000													¡Û	101	110	231															
8280	9% chance on hit to stun your target for 3 sec.												23																																																						2		9		3000													¡Û	111	120	231															
8281	Defense +28												25				1	1	4																										28																																							¡Û	101	110	130															
8282	Defense +30												26				1	1	4																										30																																							¡Û	111	120	130															
8283	All Elemental Resistances +22%												20				1	1	4																														22	22	22	22	22																															¡Û	101	110	131															
8284	All Elemental Resistances +24%												20				1	1	4																														24	24	24	24	24																															¡Û	111	120	131															
8285	Intelligence +22												12				1	1	4																																												22																					¡Û	101	110	132															
8286	Intelligence +24												12				1	1	4																																												24																					¡Û	111	120	132															
8287	Defense +58												15				1	1	4																										58																																							¡Û	101	110	133															
8288	Defense +62												15				1	1	4																										62																																							¡Û	111	120	133															
8289	Resistance +6%												2				1	1	4								6																																																									¡Û	101	110	134															
8290	Resistance +7%												2				1	1	4								7																																																									¡Û	111	120	134															
8291	Wisdom +22												14				1	1	4																																														22																			¡Û	101	110	136															
8292	Wisdom +24												14				1	1	4																																														24																			¡Û	111	120	136															
8293	Defense +39												15				1	1	4																										39																																							¡Û	101	110	137															
8294	Defense +42												15				1	1	4																										42																																							¡Û	111	120	137															
8295	Attack Rating +27												16																																	27																																						¡Û	101	110	138															
8296	Attack Rating +29												16																																	29																																						¡Û	111	120	138															
8297	Strength +22												10				1	1	4																																										22																							¡Û	101	110	139															
8298	Strength +24												10				1	1	4																																										24																							¡Û	111	120	139															
8299	Defense +35												15				1	1	4																										35																																							¡Û	101	110	140															
8300	Defense +37												15				1	1	4																										37																																							¡Û	111	120	140															
8301	Dodge +16%												42																																																						6															16	16	¡Û	101	110	142															
8302	Dodge +17%												42																																																						6															17	17	¡Û	111	120	142															
8303	Stamina +22												13				1	1	4																																													22																				¡Û	101	110	143															
8304	Stamina +24												13				1	1	4																																													24																				¡Û	111	120	143															
8305	Block +16%												17				1	1	4																													16																																				¡Û	101	110	144															
8306	Block +17%												17				1	1	4																													17																																				¡Û	111	120	144															
8307	Agility +22												11				1	1	4																																											22																						¡Û	101	110	145															
8308	Agility +24												11				1	1	4																																											24																						¡Û	111	120	145															
8309	Heroic Damage +19												200																																																																							¡Û	1	10	152	19	19													
8310	Heroic Damage +20												200																																																																							¡Û	11	20	152	20	20													
8311	Heroic Damage +21												200																																																																							¡Û	21	30	152	21	21													
8312	Heroic Damage +22												200																																																																							¡Û	31	40	152	22	22													
8313	Heroic Damage +23												200																																																																							¡Û	41	50	152	23	23													
8314	Heroic Damage +24												200																																																																							¡Û	51	60	152	24	24													
8315	Heroic Defense +19												201																																																																							¡Û	1	10	155			19												
8316	Heroic Defense +20												201																																																																							¡Û	11	20	155			20												
8317	Heroic Defense +21												201																																																																							¡Û	21	30	155			21												
8318	Heroic Defense +22												201																																																																							¡Û	31	40	155			22												
8319	Heroic Defense +23												201																																																																							¡Û	41	50	155			23												
8320	Heroic Defense +24												201																																																																							¡Û	51	60	155			24												
8321	Ignores Defense with 19% chance during Attack												202	1																																																																						¡Û	1	10	158				19											
8322	Ignores Defense with 20% chance during Attack												202	1																																																																						¡Û	11	20	158				20											
8323	Ignores Defense with 21% chance during Attack												202	1																																																																						¡Û	21	30	158				21											
8324	Ignores Defense with 22% chance during Attack												202	1																																																																						¡Û	31	40	158				22											
8325	Ignores Defense with 23% chance during Attack												202	1																																																																						¡Û	41	50	158				23											
8326	Ignores Defense with 24% chance during Attack												202	1																																																																						¡Û	51	60	158				24											
8327	Ignores All Elemental Resistances with 19% chance during Attack												203	1																																																																						¡Û	1	10	161					19										
8328	Ignores All Elemental Resistances with 20% chance during Attack												203	1																																																																						¡Û	11	20	161					20										
8329	Ignores All Elemental Resistances with 21% chance during Attack												203	1																																																																						¡Û	21	30	161					21										
8330	Ignores All Elemental Resistances with 22% chance during Attack												203	1																																																																						¡Û	31	40	161					22										
8331	Ignores All Elemental Resistances with 23% chance during Attack												203	1																																																																						¡Û	41	50	161					23										
8332	Ignores All Elemental Resistances with 24% chance during Attack												203	1																																																																						¡Û	51	60	161					24										
8333	Critical Hit Resistance +19%												204	1																																																																						¡Û	1	10	164						19									
8334	Critical Hit Resistance +20%												204	1																																																																						¡Û	11	20	164						20									
8335	Critical Hit Resistance +21%												204	1																																																																						¡Û	21	30	164						21									
8336	Critical Hit Resistance +22%												204	1																																																																						¡Û	31	40	164						22									
8337	Critical Hit Resistance +23%												204	1																																																																						¡Û	41	50	164						23									
8338	Critical Hit Resistance +24%												204	1																																																																						¡Û	51	60	164						24									
8339	Reinforcement Success Rate +20%												205																																																																																	20								
8340	Reinforcement Success Rate +40%												205																																																																																	40								
8341	Ice / Poison / Lightning Damage +5 / Resistance +8%												206																					5	5	5																		8	8	8																												¡Û																		
8342	Ice / Poison / Lightning Damage +6 / Resistance +9%												206																					6	6	6																		9	9	9																												¡Û																		
8343	Ice / Poison / Lightning Damage +7 / Resistance +10%												206																					7	7	7																		10	10	10																												¡Û																		
8344	Ice / Poison / Lightning Damage +8 / Resistance +11%												206																					8	8	8																		11	11	11																												¡Û																		
8345	Ice / Poison / Lightning Damage +9 / Resistance +12%												206																					9	9	9																		12	12	12																												¡Û																		
8346	Ice / Poison / Lightning Damage +10 / Resistance +13%												206																					10	10	10																		13	13	13																												¡Û																		
8347	Ice / Poison / Lightning Damage +11 / Resistance +14%												206																					11	11	11																		14	14	14																												¡Û																		
8348	Ice / Poison / Lightning Damage +12 / Resistance +15%												206																					12	12	12																		15	15	15																												¡Û																		
9001	Damage +5												1				1	1	4							5																																																										¡Û																		
9002	Damage +6												1				1	1	4							6																																																										¡Û																		
9003	Damage +7												1				1	1	4							7																																																										¡Û																		
9004	Damage +8												1				1	1	4							8																																																										¡Û																		
9005	Damage +9												1				1	1	4							9																																																										¡Û																		
9006	Damage +10												1				1	1	4							10																																																										¡Û																		
9007	Damage +12												1				1	1	4							12																																																										¡Û																		
9008	Damage +14												1				1	1	4							14																																																										¡Û																		
9009	Damage +16												1				1	1	4							16																																																										¡Û																		
9010	Damage +18												1				1	1	4							18																																																										¡Û																		
9011	Damage +20												1				1	1	4							20																																																										¡Û																		
9012	Attack Rating +10												16				1	1	4																											10																																						¡Û																		
9013	Attack Rating +11												16				1	1	4																											11																																						¡Û																		
9014	Attack Rating +12												16				1	1	4																											12																																						¡Û																		
9015	Attack Rating +13												16				1	1	4																											13																																						¡Û																		
9016	Attack Rating +14												16				1	1	4																											14																																						¡Û																		
9017	Learned skills upgraded by 1 rank.												16				1	1	4																																																											1						¡Û																		
9018	Attack Rating +15												16				1	1	4																											15																																						¡Û																		
9019	Attack Rating +16												16				1	1	4																											16																																						¡Û																		
9020	Attack Rating +18												16				1	1	4																											18																																						¡Û																		
9021	Attack Rating +20												16				1	1	4																											20																																						¡Û																		
9022	Learned skills upgraded by 1 rank.												16				1	1	4																																																											1						¡Û																		
9023	All Elemental Attacks +10												21				1	1	4										10	10	10	10	10																																																			¡Û																		
9024	All Elemental Attacks +12												21				1	1	4										12	12	12	12	12																																																			¡Û																		
9025	All Elemental Attacks +14												21				1	1	4										14	14	14	14	14																																																			¡Û																		
9026	All Elemental Attacks +16												21				1	1	4										16	16	16	16	16																																																			¡Û																		
9027	All Elemental Attacks +18												21				1	1	4										18	18	18	18	18																																																			¡Û																		
9028	All Elemental Attacks +20												21				1	1	4										20	20	20	20	20																																																			¡Û																		
9029	Ice Damage +10												21				1	1	4																10																																																	¡Û																		
9030	Ice Damage +12												21				1	1	4																12																																																	¡Û																		
9031	Ice Damage +14												21				1	1	4																14																																																	¡Û																		
9032	Ice Damage +16												21				1	1	4																16																																																	¡Û																		
9033	Ice Damage +18												21				1	1	4																18																																																	¡Û																		
9034	Ice Damage +20												21				1	1	4																20																																																	¡Û																		
9035	Lightning Damage +10												21				1	1	4																	10																																																¡Û																		
